act_id,struct_id,target_id,target_name,target_class,accession,gene,swissprot,act_value,act_unit,act_type,act_comment,act_source,relation,moa,moa_source,act_source_url,moa_source_url,action_type,first_in_class,tdl,act_ref_id,moa_ref_id,organism
186841,1423,698,Mitogen-activated protein kinase 10,Kinase,P53779,MAPK10,MK10_HUMAN,5.51,,Kd,Binding constant for JNK3 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186842,1423,2514,Solute carrier family 22 member 3,Transporter,O75751,SLC22A3,S22A3_HUMAN,4.59,,IC50,Inhibition of human OCT3-mediated ASP+ uptake expressed in HEK293 cells after 3 mins by fluorescence assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186843,1423,539,Receptor-type tyrosine-protein kinase FLT3,Kinase,P36888,FLT3,FLT3_HUMAN,5.2,,Kd,Binding constant for FLT3(ITD) kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186844,1423,382,Tyrosine-protein kinase ABL1,Kinase,P00519,ABL1,ABL1_HUMAN,8.96,,Kd,Binding constant for ABL1-non phosphorylated kinase domain,CHEMBL,=,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,INHIBITOR,,Tclin,,,Homo sapiens
186845,1423,387,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.12,,Kd,"Binding constant for EGFR(L747-E749del, A750P) kinase domain",CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186846,1423,161,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,7.52,,Ki,Inhibition of human carbonic anhydrase 2 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186847,1423,1746,Carbonic anhydrase 13,Enzyme,Q9D6N1,Ca13,CAH13_MOUSE,5.13,,Ki,Inhibition of mouse carbonic anhydrase 13 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,,,,Mus musculus
186848,1423,97,Multidrug resistance protein 1,Transporter,P08183,ABCB1,MDR1_HUMAN,5.14,,IC50,Inhibition of P-glycoprotein expressed in A2780/ADR cells by calcein AM assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186849,1423,905,Mitogen-activated protein kinase 9,Kinase,P45984,MAPK9,MK09_HUMAN,5.28,,Kd,Average Binding Constant for JNK2; NA=Not Active at 10 uM,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186850,1423,542,Vascular endothelial growth factor receptor 2,Kinase,P35968,KDR,VGFR2_HUMAN,4.59,,IC50,Inhibition of VEGFR2 by liquid scintillation counting,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186851,1423,532,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,4.51,,Ki,Inhibition of recombinant human c-Src,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186852,1423,2144,Proto-oncogene tyrosine-protein kinase Src,Kinase,P00523,SRC,SRC_CHICK,5.56,,IC50,Inhibition of chicken wild-type cSRC (251 to 533)-mediated phosphorylation of biotinylated poly-Glu-Tyr expressed in Escherichia coli BL21(DE3) preincubated for 30 to 60 mins prior to substrate addition by TR-FRET assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,,,,Gallus gallus
186853,1423,545,Platelet-derived growth factor receptor alpha,Kinase,P16234,PDGFRA,PGFRA_HUMAN,7.51,,Kd,Binding constant for PDGFRA kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186854,1423,2493,Solute carrier family 22 member 2,Transporter,O15244,SLC22A2,S22A2_HUMAN,5.38,,IC50,Inhibition of human OCT2-mediated ASP+ uptake expressed in HEK293 cells after 3 mins by fluorescence assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186855,1423,883,Cyclin-G-associated kinase,Kinase,O14976,GAK,GAK_HUMAN,6,,Kd,Binding constant for GAK kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186856,1423,2168,Mitogen-activated protein kinase kinase kinase MLT,Kinase,Q9NYL2,ZAK,MLTK_HUMAN,5.59,,Kd,Binding constant for ZAK kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186857,1423,2187,Maternal embryonic leucine zipper kinase,Kinase,Q14680,MELK,MELK_HUMAN,5.72,,Kd,Binding constant for full-length MELK,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186858,1423,715,Tyrosine-protein kinase SYK,Kinase,P43405,SYK,KSYK_HUMAN,5.3,,IC50,Inhibition of recombinant Syk,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186859,1423,537,RAF proto-oncogene serine/threonine-protein kinase,Kinase,P04049,RAF1,RAF1_HUMAN,5.77,,Kd,Binding constant for RAF1 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186860,1423,538,Serine/threonine-protein kinase B-raf,Kinase,P15056,BRAF,BRAF_HUMAN,5.48,,Kd,Binding constant for BRAF(V600E) kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186861,1423,839,Tyrosine-protein kinase Fgr,Kinase,P09769,FGR,FGR_HUMAN,5.62,,Kd,Binding constant for FGR kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186862,1423,868,Tyrosine-protein kinase FRK,Kinase,P42685,FRK,FRK_HUMAN,5.82,,Kd,Binding constant for FRK kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186863,1423,870,Dual specificity protein kinase CLK1,Kinase,P49759,CLK1,CLK1_HUMAN,5.35,,Kd,Average Binding Constant for CLK1; NA=Not Active at 10 uM,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186864,1423,736,Ephrin type-A receptor 8,Kinase,P29322,EPHA8,EPHA8_HUMAN,5.85,,Kd,Binding constant for EPHA8 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186865,1423,789,Serine/threonine-protein kinase PLK4,Kinase,O00444,PLK4,PLK4_HUMAN,5.11,,Kd,Binding constant for PLK4 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186866,1423,2310,Tyrosine-protein kinase ABL1,Kinase,P00520,Abl1,ABL1_MOUSE,7.97,,IC50,Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,,,,Mus musculus
186867,1423,2202,Serine/threonine-protein kinase TNNI3K,Kinase,Q59H18,TNNI3K,TNI3K_HUMAN,5.37,,Kd,Binding constant for full-length TNNI3K,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186971,239,1896,Prothrombin,Enzyme,P00735,F2,THRB_BOVIN,8.02,,Ki,Inhibitory activity against thrombin.,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1166,,,,,,,Bos taurus
186868,1423,381,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.85,,Kd,Binding constant for PDGFRB kinase domain,CHEMBL,=,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,INHIBITOR,,Tclin,,,Homo sapiens
186869,1423,2336,Homeodomain-interacting protein kinase 4,Kinase,Q8NE63,HIPK4,HIPK4_HUMAN,6.02,,Kd,Binding constant for HIPK4 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186870,1423,2495,Multidrug and toxin extrusion protein 2,Transporter,Q86VL8,SLC47A2,S47A2_HUMAN,6.46,,IC50,Inhibition of human MATE2K-mediated ASP+ uptake expressed in HEK293 cells up to 500 uM after 1.5 mins by fluorescence assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186871,1423,2494,Multidrug and toxin extrusion protein 1,Transporter,Q96FL8,SLC47A1,S47A1_HUMAN,7.4,,IC50,Inhibition of human MATE1-mediated [14]-metformin uptake expressed in polarized MDCK2 cells after 5 mins by liquid scintillation counting analysis,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186872,1423,2460,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,Kinase,Q8TBX8,PIP4K2C,PI42C_HUMAN,6.42,,Kd,Binding constant for PIP5K2C kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tbio,,,Homo sapiens
186873,1423,383,Mast/stem cell growth factor receptor Kit,Kinase,P10721,KIT,KIT_HUMAN,7.89,,Kd,Binding constant for KIT kinase domain,CHEMBL,=,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,INHIBITOR,,Tclin,,,Homo sapiens
186874,1423,822,Serine/threonine-protein kinase 17A,Kinase,Q9UEE5,STK17A,ST17A_HUMAN,5.55,,Kd,Average Binding Constant for STK17A; NA=Not Active at 10 uM,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186875,1423,902,Dual specificity protein kinase CLK4,Kinase,Q9HAZ1,CLK4,CLK4_HUMAN,5.68,,Kd,Binding constant for CLK4 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186876,1423,2137,Non-receptor tyrosine-protein kinase TYK2,Kinase,P29597,TYK2,TYK2_HUMAN,5.06,,Kd,Binding constant for TYK2(JH2domain-pseudokinase) kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186877,1423,2340,Interleukin-1 receptor-associated kinase 1,Kinase,P51617,IRAK1,IRAK1_HUMAN,5.92,,Kd,Binding constant for IRAK1 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186878,1423,745,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.05,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186879,1423,1583,Lysine--tRNA ligase,Enzyme,Q15046,KARS,SYK_HUMAN,5.3,,Ki,Inhibition of SYK,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186880,1423,330,Carbonic anhydrase 12,Enzyme,O43570,CA12,CAH12_HUMAN,6.01,,Ki,Inhibition of human carbonic anhydrase 12 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186881,1423,797,Abelson tyrosine-protein kinase 2,Kinase,P42684,ABL2,ABL2_HUMAN,8.22,,Kd,Binding affinity to human active site of N-terminal hexahistidine-tagged ABL2 expressed in Trichoplusia ni infected Sf9 cells by isothermal titration calorimetric assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186882,1423,220,Carbonic anhydrase 4,Enzyme,P22748,CA4,CAH4_HUMAN,5.34,,Ki,Inhibition of human carbonic anhydrase 4 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186883,1423,2222,Tyrosine-protein kinase Blk,Kinase,P51451,BLK,BLK_HUMAN,6.28,,Kd,Binding constant for BLK kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186884,1423,665,Mitogen-activated protein kinase 8,Kinase,P45983,MAPK8,MK08_HUMAN,5.49,,Kd,Average Binding Constant for JNK1; NA=Not Active at 10 uM,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186885,1423,535,Tyrosine-protein kinase Fyn,Kinase,P06241,FYN,FYN_HUMAN,5.51,,Kd,Binding constant for FYN kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186886,1423,2890,Tyrosine-protein kinase ABL,Kinase,P00519|P42684,ABL1|ABL2,ABL1_HUMAN|ABL2_HUMAN,7.4,,IC50,Inhibition of Abl tyrosine kinase,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem|Tclin,,,Homo sapiens
186887,1423,544,Macrophage colony-stimulating factor 1 receptor,Kinase,P07333,CSF1R,CSF1R_HUMAN,7.96,,Kd,Binding constant for CSF1R kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186888,1423,2205,Discoidin domain-containing receptor 2,Kinase,Q16832,DDR2,DDR2_HUMAN,7.82,,Kd,Binding constant for DDR2 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186889,1423,297,Ribosyldihydronicotinamide dehydrogenase [quinone],Enzyme,P16083,NQO2,NQO2_HUMAN,6.4,,IC50,Competitive inhibition of human recombinant NQO2-mediated mitomycin C metabolism using NADH as cosubstrate incubated for 5 mins prior to NADH addition measured after 30 mins by Michaelis-Menten plot analysis,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186890,1423,916,Epithelial discoidin domain-containing receptor 1,Kinase,Q08345,DDR1,DDR1_HUMAN,9.15,,Kd,Binding constant for DDR1 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186891,1423,533,Tyrosine-protein kinase Lck,Kinase,P06239,LCK,LCK_HUMAN,7.4,,Kd,Binding constant for LCK kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186892,1423,682,Carbonic anhydrase 3,Enzyme,P07451,CA3,CAH3_HUMAN,6.28,,Ki,Inhibition of human carbonic anhydrase 3 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186893,1423,398,"Carbonic anhydrase 5A, mitochondrial",Enzyme,P35218,CA5A,CAH5A_HUMAN,4.69,,Ki,Inhibition of human carbonic anhydrase 5A by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186894,1423,191,ATP-binding cassette sub-family G member 2,Transporter,Q9UNQ0,ABCG2,ABCG2_HUMAN,5.47,,IC50,Inhibition of BCRP expressed in MDCK cells by pheophorbide A assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186895,1423,751,Carbonic anhydrase 14,Enzyme,Q9ULX7,CA14,CAH14_HUMAN,6.33,,Ki,Inhibition of human carbonic anhydrase 14 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186896,1423,400,Carbonic anhydrase 7,Enzyme,P43166,CA7,CAH7_HUMAN,6.96,,Ki,Inhibition of human carbonic anhydrase 7 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186897,1423,2930,Bcr/Abl fusion protein,Kinase,P00519|P11274,ABL1|BCR,ABL1_HUMAN|BCR_HUMAN,7.85,,Ki,Inhibition of Bcr-Abl,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin|Tclin,,,Homo sapiens
186898,1423,319,Carbonic anhydrase 9,Enzyme,Q16790,CA9,CAH9_HUMAN,7.12,,Ki,Inhibition of human carbonic anhydrase 9 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186899,1423,2073,Carbonic anhydrase 15,Enzyme,Q99N23,Ca15,CAH15_MOUSE,7.11,,Ki,Inhibition of mouse carbonic anhydrase 15 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,,,,Mus musculus
186900,1423,2235,Cyclin-dependent kinase 19,Kinase,Q9BWU1,CDK19,CDK19_HUMAN,5.26,,Kd,Binding constant for CDK11 kinase domain,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186901,1423,213,Carbonic anhydrase 1,Enzyme,P00915,CA1,CAH1_HUMAN,7.5,,Ki,Inhibition of human carbonic anhydrase 1 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186902,1423,399,"Carbonic anhydrase 5B, mitochondrial",Enzyme,Q9Y2D0,CA5B,CAH5B_HUMAN,4.77,,Ki,Inhibition of human carbonic anhydrase 5B by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186903,1423,690,Carbonic anhydrase 6,Enzyme,P23280,CA6,CAH6_HUMAN,6.41,,Ki,Inhibition of human carbonic anhydrase 6 by stopped flow CO2 hydration assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin,,,Homo sapiens
186904,1423,2814,Platelet-derived growth factor receptor,Kinase,P09619|P16234,PDGFRA|PDGFRB,PGFRA_HUMAN|PGFRB_HUMAN,7.3,,IC50,Inhibition of the platelet-derived growth factor receptor.,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tclin|Tclin,,,Homo sapiens
186905,1423,865,Mitogen-activated protein kinase 14,Kinase,Q16539,MAPK14,MK14_HUMAN,4.86,,IC50,Inhibition of p38alpha,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941,,,,Tchem,,,Homo sapiens
186906,1314,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,4.13,,IC50,Inhibition of human ERG potassium channel,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL472,,,,Tclin,,,Homo sapiens
186907,508,3447,Bacterial penicillin-binding protein,Enzyme,P02918|P02919|P08506|P0AD65|P0AD68|P0AEB2|P24228,dacA|dacB|dacC|ftsI|mrcA|mrcB|mrdA,DACA_ECOLI|DACB_ECOLI|DACC_ECOLI|FTSI_ECOLI|PBP2_ECOLI|PBPA_ECOLI|PBPB_ECOLI,,,,Mechanism of Action; CHEMBL2354204; PROTEIN FAMILY,CHEMBL,,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1596,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1596,INHIBITOR,,,,,Escherichia coli (strain K12)
186908,1797,270,Voltage-dependent T-type calcium channel subunit alpha-1I,Ion channel,Q9P0X4,CACNA1I,CAC1I_HUMAN,6.9,,IC50,Inhibition of T-type calcium channel alpha1I by FLIPR,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL45816,,,,Tclin,,,Homo sapiens
186909,1797,204,Voltage-dependent T-type calcium channel subunit alpha-1G,Ion channel,O43497,CACNA1G,CAC1G_HUMAN,6.7,,IC50,Inhibition of human Cav3.1 alpha1G expressed in HEK293 cells assessed as inhibition of calcium influx by FLIPR assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL45816,,,,Tclin,,,Homo sapiens
186910,1797,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,6.72,,Ki,Binding affinity at hERG expressed in HEK293 cells by fluorescence polarization assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL45816,,,,Tclin,,,Homo sapiens
186911,1797,843,Voltage-dependent N-type calcium channel subunit alpha-1B,Ion channel,Q00975,CACNA1B,CAC1B_HUMAN,5.87,,IC50,Inhibition of N-type calcium channel Alpha-1B,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL45816,,,,Tclin,,,Homo sapiens
186912,1996,58,Cannabinoid receptor 1,GPCR,P21554,CNR1,CNR1_HUMAN,5.6,,Ki,Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK293 cells by scintillation counting,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247,,,,Tclin,,,Homo sapiens
186913,1996,1976,Fatty-acid amide hydrolase 1,Enzyme,P97612,Faah,FAAH1_RAT,8,,IC50,Inhibition of rat histidine tagged FAAH expressed in Escherichia coli by coumarin ester substrate fluorescence assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247,,,,,,,Rattus norvegicus
186914,1996,2128,Monoacylglycerol lipase ABHD12,Enzyme,Q8N2K0,ABHD12,ABD12_HUMAN,7.1,,IC50,Inhibition of recombinant ABHD12 transfected in HEK293T cells by SDS-PAGE using rhodamine-tagged FP probe,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247,,,,Tchem,,,Homo sapiens
186915,1996,2126,Sn1-specific diacylglycerol lipase beta,Enzyme,Q8NCG7,DAGLB,DGLB_HUMAN,7.22,,IC50,Inhibition of human recombinant DAGLbeta overexpressed in african green monkey COS7 cells,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247,,,,Tchem,,,Homo sapiens
186916,1996,834,Sn1-specific diacylglycerol lipase alpha,Enzyme,Q9Y4D2,DAGLA,DGLA_HUMAN,8,,IC50,Inhibition of human DAGLalpha expressed in HEK293T cell membrane using [14C]SAG substrate in detergent free solution by FRET assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247,,,,Tchem,,,Homo sapiens
186917,1996,2423,Pancreatic triacylglycerol lipase,Enzyme,P00591,PNLIP,LIPP_PIG,6.66,,IC50,Inhibition of porcine pancreatic lipase using micellar solution of triolein as substrate preincubated for 5 mins before substrate addition measured after 30 mins,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247,,,,,,,Sus scrofa
186918,1996,2127,Abhydrolase domain-containing protein 16A,Enzyme,O95870,ABHD16A,ABHGA_HUMAN,7.52,,IC50,Inhibition of recombinant BAT5 transfected in HEK293T cells by SDS-PAGE using rhodamine-tagged FP probe,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247,,,,Tchem,,,Homo sapiens
186919,1996,2129,Platelet-activating factor acetylhydrolase,Enzyme,Q13093,PLA2G7,PAFA_HUMAN,7.3,,IC50,Inhibition of recombinant PLA2g7 transfected in HEK293T cells by SDS-PAGE using rhodamine-tagged FP probe,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247,,,,Tchem,,,Homo sapiens
186920,1996,2632,Gastric triacylglycerol lipase,Enzyme,P07098,LIPF,LIPG_HUMAN,,,,Mechanism of Action; CHEMBL1796; SINGLE PROTEIN,CHEMBL,,1,DRUG LABEL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL175247,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020766s035lbl.pdf,INHIBITOR,,Tclin,,502,Homo sapiens
186922,351,127,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,,,,Mechanism of Action; CHEMBL2034; SINGLE PROTEIN,CHEMBL,,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200376,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200376,AGONIST,,Tclin,,,Homo sapiens
186923,1827,125,Angiotensin-converting enzyme,Enzyme,P12821,ACE,ACE_HUMAN,8.59,,IC50,Inhibitory activity against angiotensin I converting enzyme (ACE),CHEMBL,=,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1165,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1165,INHIBITOR,,Tclin,,,Homo sapiens
186924,1350,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,5.12,,Ki,Inhibition of human ERG expressed in CHO cells,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1107,,,,Tclin,,,Homo sapiens
186925,1225,1834,Glucocorticoid receptor,Transcription factor,P06536,Nr3c1,GCR_RAT,9.12,,EC50,Transactivation activity at glucocorticoid receptor in rat H4II-E cells assessed as induction of tyrosine amino transferase,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1473,,,,,,,Rattus norvegicus
186926,1857,675,"Isoleucine--tRNA ligase, cytoplasmic",Enzyme,P41252,IARS,SYIC_HUMAN,9.1,,IC50,Compound was evaluated for inhibitory activity against Isoleucyl-tRNA synthetase,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL719,,,,Tchem,,,Homo sapiens
186927,1857,2543,Isoleucine--tRNA ligase,Enzyme,Q99YW3,ileS,SYI_STRP1,,,,Mechanism of Action; CHEMBL2364671; SINGLE PROTEIN,CHEMBL,,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL719,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL719,INHIBITOR,,,,,Streptococcus pyogenes serotype M1
