id,struct_id,approval,type,applicant,orphan
2875,4505,2008-12-15,FDA,ABBVIE,
2876,4513,1983-12-09,FDA,SANOFI AVENTIS US,
2877,4518,1992-02-14,FDA,US ARMY,
2878,4519,1985-08-30,FDA,MISSION PHARMA,
2880,4521,1997-12-19,FDA,BRACCO,
2881,4523,2005-08-12,FDA,MUTUAL PHARM CO INC,
2882,4528,1946-08-13,FDA,LEDERLE,
2883,4530,1986-06-26,FDA,HOSPIRA,
2884,4538,2014-09-05,FDA,KERYX BIOPHARMS,
2885,4605,1962-05-17,FDA,PAR STERILE PRODUCTS,
2886,4621,2010-09-24,FDA,BAYER HLTHCARE,
2887,4624,1987-12-23,FDA,B BRAUN,
2888,4695,1986-05-08,FDA,HOSPIRA,
2889,4721,2012-12-21,FDA,AEGERION,t
2890,4738,1990-08-02,FDA,GLAXOSMITHKLINE,
2891,4741,2012-12-28,FDA,JANSSEN THERAP,t
2892,4755,2013-03-13,FDA,NAVIDEA BIOPHARMS,
2893,4779,2012-07-16,FDA,FERRING PHARMS AS,
2894,4785,2006-10-31,FDA,MEDIGENE AG,
2895,4797,2011-01-14,FDA,HOPE PHARMS,
2896,4839,1993-12-29,FDA,BAYER HLTHCARE,
2897,4847,1968-06-21,FDA,MALLINCKRODT,
2898,4909,2001-05-07,FDA,GENZYME,
2899,4924,2014-09-04,FDA,MERCK SHARP DOHME,
2900,1455,1954-04-27,FDA,BRACCO,
2901,1474,1962-03-15,FDA,BRACCO,
2902,1469,1963-09-30,FDA,MALLINCKRODT,
2903,1789,1973-11-17,FDA,GE HEALTHCARE,
2904,4219,1983-05-10,FDA,HOSPIRA,
2905,167,2010-05-28,FDA,PHOTOCURE ASA,
2906,842,1957-12-03,FDA,ANI PHARMS,
2907,2990,2003-04-04,FDA,MARATHON PHARMS LLC,
2908,1944,2005-02-21,EMA,Swedish Orphan Biovitrum International AB,
2909,4533,1998-02-05,EMA,,
2910,4533,1997-03-28,FDA,LANTHEUS MEDICAL,
2911,5004,2012-10-17,FDA,"THROMBOGENICS, INC",
2912,5004,2013-03-13,EMA,,
2914,283,2001-12-31,Korean Food and Drug Administration (KFDA),CHOONGWAE,
2915,1286,2002-12-27,Korean Food and Drug Administration (KFDA),,
2916,3961,2008-10-28,Korean Food and Drug Administration (KFDA),,
2917,3525,2005-09-15,Korean Food and Drug Administration (KFDA),,
2918,5005,2007-07-18,Korean Food and Drug Administration (KFDA),,
2919,4514,2002-11-26,FDA,LILLY,
2920,4224,2008-09-16,PMDA,,
2921,2706,2007-07-01,PMDA,,
2922,4801,2013-08-26,EMA,Novartis Europharm Limited,
2923,4234,2012-03-27,FDA,TAKEDA PHARMS USA,
2924,5006,2015-06-22,FDA,MEDICINES CO,
2925,5006,2015-03-23,EMA,,
2926,2046,2005-03-22,EMA,,
2928,4298,2011-05-18,EMA,,
2930,5007,2009-10-29,EMA,,
2931,1416,2015-09-08,EMA,,t
2932,5008,2015-06-25,EMA,,
2933,4682,2015-08-28,EMA,,t
2934,5009,2005-08-30,FDA,IPSEN INC,t
2935,5010,2015-07-02,FDA,VERTEX PHARMS INC,
2936,5009,2007-03-08,EMA,,
2937,5011,1992-05-05,FDA,CHIRON,
2451,242,2004-06-04,EMA,,
2452,4986,2002-01-31,FDA,AMGEN,
2453,4986,2002-08-22,EMA,,
2454,4987,1991-02-20,FDA,AMGEN,
2457,2873,2004-12-15,FDA,SUNOVION PHARMS INC,
2412,249,1988-12-31,FDA,,
2413,3312,2015-04-15,FDA,AMGEN INC,
2415,1782,1979-02-07,FDA,BAXTER HLTHCARE CORP,
2416,4976,1969-07-29,FDA,SANDOZ,
2418,4977,2014-04-23,FDA,JANSSEN BIOTECH,
2419,4977,2014-05-22,EMA,,t
2420,4164,2009-06-30,EMA,,
2421,4904,2003-09-08,EMA,,
2422,4978,1998-11-02,FDA,IMMUNEX,
2423,4978,2000-02-03,EMA,,
2424,4961,2014-10-15,EMA,,
2425,4955,2007-12-03,EMA,Amgen Europe B.V.,
2426,812,1964-11-20,FDA,SANOFI AVENTIS US,
2427,765,1961-10-17,FDA,,
2428,966,1970-06-11,FDA,AKORN INC,
2429,4137,2007-06-25,EMA,,
2430,4979,1998-09-25,FDA,GENENTECH,
2431,2611,1953-11-19,FDA,,
2432,4151,2010-01-29,EMA,,
2433,4141,2005-12-31,Korean Food and Drug Administration (KFDA),,
2435,4980,2000-05-17,FDA,WYETH PHARMS INC,t
2437,4981,2000-06-07,FDA,NOVO NORDISK INC,
2438,354,1967-09-02,FDA,SCHERING,
2439,4982,2014-05-20,FDA,TAKEDA PHARMS USA,
2440,4982,2014-05-22,EMA,,
2441,4983,2013-11-01,FDA,GENENTECH,
2442,4983,2014-07-23,EMA,,t
2443,4972,2005-10-25,EMA,Novartis Europharm Ltd,
2444,4984,2002-02-19,FDA,SPECTRUM PHARMS,
2445,4984,2004-01-16,EMA,,
2446,3642,2007-09-26,EMA,,
2447,4833,2012-06-27,Korean Food and Drug Administration (KFDA),,
2448,4985,2005-06-16,FDA,NOVO NORDISK INC,
2449,4985,2004-06-01,EMA,,
2450,3502,2009-10-15,EMA,,
2315,2228,1961-09-26,FDA,PFIZER,
2316,4220,2007-04-24,EMA,,
2317,254,2004-03-02,EMA,,
2318,4941,2015-02-03,FDA,PFIZER INC,
2319,4718,2012-08-30,EMA,NPS Pharma Holdings Limited,t
2320,4166,2009-05-15,EMA,,
2321,4118,2010-06-14,EMA,,
2322,4942,2015-02-13,FDA,EISAI INC,t
2323,2612,2008-12-02,EMA,,t
2324,4943,2006-10-06,FDA,SUNOVION,
2325,4944,2014-02-20,EMA,,
2326,4192,2011-11-16,EMA,,t
2327,4682,2015-02-23,FDA,NOVARTIS PHARMS CORP,
2328,4946,2015-02-25,FDA,CEREXA INC,
2329,4866,2015-02-26,EMA,,
2330,1137,2015-02-26,EMA,,
2331,4110,2015-02-26,EMA,,
2332,3312,2005-10-25,EMA,Les Laboratoires Servier,
2333,4812,2014-05-14,EMA,,
2334,647,2004-10-22,EMA,,
2335,2716,2001-11-27,EMA,,
2336,2352,2007-12-20,EMA,,
2337,4187,2012-10-23,EMA,,
2338,4053,2007-05-30,PMDA,,
2339,4224,2011-02-28,EMA,Roche Registration Limited,t
2340,4173,2011-09-19,EMA,Janssen-Cilag International N.V.,
2341,1770,1959-05-27,FDA,PHARMACIA AND UPJOHN,
2342,4947,2015-03-06,FDA,ASTELLAS,
2343,4948,2015-03-10,FDA,UNITED THERAP,t
2344,4305,2013-06-21,EMA,,
2345,4633,2007-09-17,EMA,Pharma Mar S.A.,t
2348,4949,2011-07-13,EMA,Glaxo Group Ltd.,
2349,4949,2011-03-09,FDA,HUMAN GENOME SCIENCES INC.,
2350,4304,2012-11-12,EMA,,
2351,1225,1990-12-14,FDA,FOUGERA PHARMS,
2352,1191,1955-08-18,FDA,,
2353,4950,1993-12-16,FDA,CENTOCOR INC,
2354,4951,2009-10-26,FDA,GLAXO GRP LTD,
2358,1118,2011-09-02,EMA,,
2359,4952,2009-06-17,FDA,NOVARTIS PHARMS,
2360,4952,2009-10-23,EMA,,
2361,3096,2015-03-17,FDA,RTRX,t
2362,4953,1997-12-10,FDA,HOFFMAN-LA ROCHE,
2363,4953,1999-02-26,EMA,,
2364,4954,2004-02-12,FDA,IMCLONE,
2365,4954,2004-06-29,EMA,,
2366,1048,1964-06-24,FDA,ARBOR PHARMS LLC,
2367,2696,1961-06-22,FDA,,
2368,1053,2002-08-14,FDA,FOREST LABS,
2370,4955,2006-09-27,FDA,AMGEN,
2371,4956,2004-02-26,FDA,GENENTECH,
2372,4956,2005-12-01,EMA,Roche Registration Limited,
2373,4957,2012-06-08,FDA,GENENTECH,
2375,4957,2013-03-04,EMA,,
2376,4958,2011-03-25,FDA,BRISTOL MYERS SQUIBB,t
2377,4958,2011-07-13,EMA,,
2378,4959,2003-10-27,FDA,GENENTECH,
2379,4959,2004-09-20,EMA,,
2380,4960,2013-01-21,EMA,,
2381,4961,2012-12-14,FDA,HUMAN GENOME SCIENCES INC.,
2382,1429,1998-09-18,EMA,,
2383,4916,2012-11-22,EMA,,
2384,4942,2015-05-28,EMA,Eisai Europe Ltd,t
2385,4873,2015-03-23,EMA,Merck Sharp & Dohme Ltd,
2386,4964,2011-08-19,FDA,SEATTLE GENETICS,t
2387,4965,2010-06-01,FDA,AMGEN,
2388,4966,2009-09-25,FDA,CENTOCOR ORTHO BIOTECH INC,
2389,4967,2009-04-24,FDA,CENTOCOR ORTHO BIOTECH INC,
2390,4967,2009-10-01,EMA,,
2391,4966,2009-01-01,EMA,,
2392,4965,2010-05-26,EMA,Amgen Europe B.V.,
2393,1548,2008-06-10,EMA,,
2394,4968,2008-04-22,FDA,UCB INC,
2395,4968,2009-10-01,EMA,,
2396,4969,2007-03-16,FDA,ALEXION PHARM,
2397,4969,2007-06-20,EMA,,
2398,4227,2013-07-12,EMA,Roche Registration Ltd,
2399,4970,2004-11-23,FDA,BIOGEN IDEC,
2400,4971,2006-06-30,FDA,GENENTECH,
2401,4971,2007-01-22,EMA,,
2402,4972,2003-06-20,FDA,GENENTECH,
2403,4970,2006-06-27,EMA,,
2404,4143,2007-02-12,EMA,,
2405,2255,2004-07-06,EMA,,
2406,4973,2014-12-23,China Food and Drug Administration (CFDA),,
2407,1511,1990-12-20,FDA,SMITHKLINE BEECHAM,
2408,4974,1998-08-24,FDA,CENTOCOR INC,
2409,4974,1999-08-13,EMA,,
2410,4975,1997-11-26,FDA,GENENTECH,
2411,4975,1998-06-02,EMA,,
2240,2166,1974-07-29,FDA,,t
2241,4918,2006-07-24,FDA,SHIRE,
2242,4501,2007-06-05,FDA,CEPHALON,
2243,4920,2014-12-17,FDA,ALCON RES LTD,
2244,4921,2014-12-18,EMA,Zambon SpA,
2245,777,2014-12-18,EMA,,
2246,4907,2014-12-19,FDA,ASTRAZENECA PHARMS,
2247,4913,2014-12-19,FDA,ABBVIE INC,
2248,4912,2014-12-19,FDA,ABBVIE INC,
2249,4914,2014-12-19,FDA,ABBVIE INC,
2251,4885,2014-11-22,EMA,,
2252,836,2001-11-13,FDA,NOVARTIS,
2253,3548,2006-08-10,EMA,Pfizer Ltd,
2254,4823,2014-12-19,FDA,BIOCRYST,
2255,4923,2014-12-22,FDA,BRISTOL MYERS SQUIBB,t
2256,4878,2014-07-25,EMA,,
2258,4673,2009-01-21,PMDA,,
2259,1255,2004-03-10,EMA,,
2260,4171,2011-03-17,EMA,,
2261,3531,2011-02-28,EMA,,
2262,1571,1997-01-07,EMA,,
2264,4616,2008-07-02,EMA,,
2267,4872,2014-07-31,EMA,PTC Therapeutics International Limited,t
2268,4150,2006-06-19,EMA,,
2269,2063,2002-03-22,EMA,,
2270,3096,2013-09-12,EMA,Laboratoires CTRS,t
2271,4323,1997-08-14,EMA,,
2272,34,1999-07-08,EMA,,
2273,4176,2011-09-05,EMA,,
2274,4484,2012-07-20,EMA,,
2275,88,2003-03-06,EMA,,
2276,200,2000-10-20,EMA,,
2277,708,1998-07-15,EMA,,
2278,2868,2001-03-20,EMA,,
2279,701,1989-12-29,FDA,MALLINCKRODT LLC,
2280,4897,2015-01-08,FDA,DAIICHI SANKYO,
2281,1818,2011-04-22,PMDA,,
2282,2032,1986-05-30,FDA,BAYER HEALTHCARE LLC,
2283,2360,2011-09-26,PMDA,,
2284,4809,2013-12-20,EMA,,
2285,4925,1997-12-16,FDA,OMJ PHARMACEUTICALS,
2286,408,1957-08-23,FDA,,
2287,2232,2004-10-22,PMDA,,
2288,4927,2014-04-15,FDA,GLAXOSMITHKLINE LLC,
2289,4928,1986-09-18,FDA,SERONO,t
2291,4931,1950-07-03,FDA,SANOFI AVENTIS US,
2292,4932,1997-11-17,EMA,Genzyme Europe B.V.,
2293,4932,1994-05-23,FDA,GENZYME,t
2294,4933,2009-01-16,EMA,,
2295,4933,2010-01-08,FDA,GENENTECH,
2296,4933,2008-03-06,PMDA,,
2297,4934,2015-01-21,FDA,NOVARTIS PHARMS CORP,
2298,4498,2009-07-31,FDA,JANSSEN PHARMS,
2299,4654,2013-08-26,EMA,,
2300,4917,2014-12-19,EMA,Eli Lilly Nederland B.V.,
2301,4935,1999-08-13,EMA,,
2302,4935,1998-06-19,FDA,MEDIMMUNE,
2303,4936,2015-01-23,FDA,NPS PHARMS INC,
2304,2544,2006-07-19,EMA,,
2305,4758,2014-07-04,PMDA,,
2306,4874,2014-07-04,PMDA,,
2307,4819,2014-07-04,PMDA,,
2308,4937,2014-07-04,PMDA,,
2309,4938,2014-09-26,PMDA,,
2310,4939,2014-09-26,PMDA,,
2311,4336,2009-12-23,EMA,BioMarin Europe Ltd,t
2312,4810,2014-10-21,EMA,,
2313,4940,1998-05-12,FDA,NOVARTIS,
2314,4940,1998-10-09,EMA,,
1,4836,2014-12-12,EMA,Clinuvel UK Limited,t
2,4898,2014-10-10,FDA,HELSINN HLTHCARE,
3,4899,2014-10-10,FDA,GILEAD SCIENCES INC,
4,4903,2014-10-15,FDA,BOEHRINGER INGELHEIM,t
5,4885,2014-09-18,FDA,ELI LILLY AND CO,
6,4884,1998-07-01,FDA,ONY,t
7,4880,1996-12-20,FDA,TEVA PHARMS USA,t
8,4881,2014-08-13,FDA,MERCK SHARP DOHME,
9,4873,2014-06-20,FDA,CUBIST PHARMS INC,
10,4874,2014-06-06,FDA,DOW PHARM,
11,4876,2014-07-03,FDA,SPECTRUM PHARMS,
12,4877,2014-07-07,FDA,ANACOR PHARMS INC,
13,4878,2014-07-23,FDA,GILEAD SCIENCES INC,
14,4866,2014-04-29,FDA,NOVARTIS PHARMS CORP,
15,4832,2014-09-16,FDA,ASTRAZENECA PHARMS,
16,4834,2014-08-19,FDA,GENZYME CORP,
17,4829,2014-03-21,FDA,CELGENE CORP,
18,4830,2014-08-01,FDA,BOEHRINGER INGELHEIM,
19,4818,2014-03-19,FDA,PIRAMAL IMAGING,
20,4820,2014-01-31,FDA,VANDA PHARMS INC,t
21,4813,2013-11-14,FDA,MEDICIS,
22,4814,2014-07-31,FDA,BOEHRINGER INGELHEIM,
23,4816,2013-12-18,FDA,GLAXOSMITHKLINE,
24,4806,2013-09-30,FDA,TAKEDA PHARMS USA,
25,4807,2013-10-08,FDA,BAYER HLTHCARE,t
26,4809,2013-10-18,FDA,ACTELION PHARMS LTD,t
27,4810,2013-11-13,FDA,PHARMACYCLICS INC,t
28,4811,2013-12-06,FDA,GILEAD SCIENCES INC,
29,4812,2013-11-22,FDA,JANSSEN PRODS,
30,4805,2013-08-12,FDA,VIIV HLTHCARE,
32,4757,2013-03-27,FDA,BIOGEN IDEC INC,
33,4758,2013-03-29,FDA,JANSSEN PHARMS,
34,4745,2013-02-01,FDA,HYPERION THERAP INC,t
35,4746,2013-02-08,FDA,CELGENE,t
36,4749,2013-02-26,FDA,SHIONOGI INC,
37,4750,1990-08-02,FDA,GLAXOSMITHKLINE,t
38,4751,1998-08-26,FDA,NOVARTIS,
39,4752,2000-02-23,FDA,ALCON PHARMS LTD,
40,4753,2004-08-11,FDA,HAMELN PHARMA PLUS,t
41,4754,2004-08-11,FDA,HAMELN PHARMA PLUS,t
42,4654,2012-09-27,FDA,BAYER HLTHCARE,
43,4236,1992-12-07,FDA,,
44,4229,2012-02-10,FDA,OAK PHARMS INC,
45,4230,2011-01-14,FDA,GE HLTHCARE INC,
46,4220,2006-10-25,FDA,NOVARTIS,
47,4221,1999-12-10,FDA,,
48,4223,2011-01-21,FDA,FOREST LABS LLC,
49,4224,2014-10-15,FDA,GENENTECH INC,
50,4225,2012-01-27,FDA,PFIZER,
51,4226,2012-01-23,FDA,LEO PHARMA AS,
52,4186,2011-08-25,FDA,SHIRE ORPHAN THERAP,t
53,4187,2011-08-26,FDA,PF PRISM CV,t
54,4188,2011-10-14,FDA,APOPHARMA INC,t
55,1948,1999-12-23,FDA,INO,t
56,1344,1939-10-02,FDA,MERCK SHARP DOHME,
57,58,1983-05-31,FDA,MISSION PHARMA,
58,1399,1967-12-07,FDA,BRISTOL MYERS SQUIBB,
59,768,1994-08-15,FDA,MYLAN,t
60,906,1978-04-04,FDA,MYLAN INSTITUTIONAL,
61,1233,1997-12-04,FDA,PALADIN LABS,t
62,759,1964-06-29,FDA,PURDUE GMP,
63,334,2009-04-09,FDA,SHIONOGI INC,
64,1375,1939-04-25,FDA,LILLY,
65,1745,1950-06-21,FDA,,
66,347,1996-10-25,FDA,RARE DIS THERAP,t
67,2771,1965-12-16,FDA,HOSPIRA,
68,2328,1971-06-03,FDA,DAVA PHARMS INC,
69,3150,1946-05-06,FDA,AKORN,
70,1241,1991-09-27,FDA,CLINIGEN HLTHCARE,
71,1188,1971-11-26,FDA,VALEANT,
72,2819,2009-08-21,FDA,LUNDBECK LLC,
73,1725,1995-03-03,FDA,BRISTOL MYERS SQUIBB,
74,26,1962-04-25,FDA,SPECTRUM PHARMS,t
75,166,1999-12-03,FDA,DUSA,
76,163,1964-06-03,FDA,CLOVER PHARMS,
77,2715,1961-02-21,FDA,COVIS PHARMA,
78,124,1966-08-19,FDA,PROMETHEUS LABS,
79,2123,1961-06-09,FDA,PARKE DAVIS,
81,2231,1964-03-11,FDA,BAXTER HLTHCARE CORP,
82,1243,1996-12-19,FDA,ZAMBON SPA,
83,1087,1960-11-02,FDA,PARKE DAVIS,
84,1711,1988-12-30,FDA,BAXTER HLTHCARE,t
85,2751,1946-01-25,FDA,ABBVIE,
86,2803,1978-02-28,FDA,ABBVIE,
87,1311,2004-06-10,FDA,EMMAUS MEDCL,t
88,65,1973-10-09,FDA,,
89,2738,1985-11-08,FDA,ATON,t
90,488,1972-09-28,FDA,ALCON,
91,2081,1970-12-04,FDA,ATON,
92,2140,1959-05-04,FDA,,
93,1732,1943-12-31,FDA,RECORDATI RARE,
94,1708,1953-09-11,FDA,STASON PHARMS,
95,1710,1987-12-24,FDA,MEDA PHARMS,
96,947,1974-02-25,FDA,,
97,1647,1949-03-15,FDA,RECORDATI RARE,
98,2059,1949-06-15,FDA,,
99,2713,1986-12-30,FDA,PHARMACIA AND UPJOHN,t
100,2255,2004-12-30,FDA,PF PRISM CV,
101,2065,1961-01-01,FDA,,
102,1384,1953-01-15,FDA,,
103,2695,1948-03-17,FDA,NOVARTIS,
104,1726,1986-10-31,FDA,METHAPHARM,
105,358,1948-10-12,FDA,,
106,513,1985-12-27,FDA,SIGMA TAU,t
107,2676,1988-08-11,FDA,MISSION PHARMA,t
108,66,1963-09-14,FDA,APOTHECON,t
109,24,1996-04-30,FDA,HYPERION THERAPS INC,t
110,988,1951-05-03,FDA,,
111,1083,1965-04-30,FDA,WYETH PHARMS INC,
112,2632,1966-01-18,FDA,ASPEN GLOBAL INC,
113,1646,1956-03-01,FDA,,
114,811,1992-09-18,FDA,BAXTER HLTHCARE,
115,1960,1950-07-13,FDA,HOSPIRA,
116,1563,1999-11-30,FDA,UCB INC,
117,2308,1947-07-28,FDA,DAVA PHARMS INC,
118,1790,1963-07-18,FDA,GD SEARLE LLC,
119,1264,1993-12-30,FDA,PFIZER PHARMS,t
120,3521,2006-05-16,FDA,TEVA,
121,2075,1975-01-27,FDA,,
122,2302,1989-10-02,FDA,FRESENIUS KABI USA,
123,1794,1985-12-30,FDA,,
124,2383,1993-09-17,FDA,CARACO,
125,1679,2003-10-16,FDA,FOREST LABS LLC,
126,2620,1940-04-19,FDA,GD SEARLE LLC,
127,38,2004-07-29,FDA,FOREST LABS,
128,2330,1955-04-06,FDA,VALEANT PHARMS LLC,
129,990,1990-11-28,FDA,,
130,773,1975-05-27,FDA,BAYER HLTHCARE,
131,2486,1991-01-30,FDA,RECORDATI RARE,t
132,1028,1948-11-19,FDA,,
133,1493,1979-12-18,FDA,BAXTER HLTHCARE,
134,1009,1972-08-28,FDA,BAXTER HLTHCARE,
135,201,1984-07-31,FDA,SANOFI AVENTIS US,
136,2429,1989-06-05,FDA,SOMERSET,t
137,2104,2001-07-31,FDA,LANTHEUS MEDCL,
138,270,1995-09-13,FDA,ALLERGAN,
139,2638,1959-03-09,FDA,,t
140,728,1977-04-04,FDA,PHARMACIA AND UPJOHN,
141,3068,2010-03-18,FDA,ORPHAN EUROPE,t
142,1506,1991-12-30,FDA,,
143,2686,1984-11-09,FDA,,
144,2589,1999-08-11,FDA,MERCK SHARP DOHME,t
145,165,1944-12-30,FDA,MERCK,
146,1792,1979-10-03,FDA,ATON PHARMA VPNA,
147,1567,1970-06-04,FDA,,
148,1356,1958-03-12,FDA,,
149,244,2000-09-25,FDA,CEPHALON,t
150,1950,1945-10-04,FDA,SHIRE,
151,2551,1993-09-09,FDA,,
152,1342,1960-07-05,FDA,,
153,584,2000-01-11,FDA,DAIICHI SANKYO,
154,2439,1995-06-07,FDA,ABBVIE,
155,1834,1952-11-10,FDA,,
156,835,1999-12-17,FDA,HOSPIRA,
157,2621,1967-04-07,FDA,,
158,1758,1957-02-08,FDA,PARKE DAVIS,
159,744,1949-07-06,FDA,RANBAXY,
160,1088,1957-04-22,FDA,RECORDATI RARE,
161,1561,1990-06-18,FDA,,
162,1073,1967-11-06,FDA,STI PHARMA LLC,
163,874,1959-08-06,FDA,ACTAVIS LABS UT INC,
164,1098,1977-09-01,FDA,PROCTER AND GAMBLE,
165,1407,1974-09-19,FDA,,
166,1806,1996-12-18,FDA,PHARMACIA AND UPJOHN,
167,636,1982-12-30,FDA,MEDIMETRIKS PHARMS,
168,1814,1979-10-18,FDA,,
169,141,1990-12-26,FDA,EISAI INC,t
170,1762,1962-12-20,FDA,,
171,2856,1992-06-19,FDA,ROCHE,t
172,1809,1987-12-31,FDA,SANOFI AVENTIS US,
173,1720,1973-07-31,FDA,,
174,2808,2006-05-10,FDA,PFIZER INC,
175,2233,1997-07-01,FDA,BOEHRINGER INGELHEIM,
176,2872,2000-03-27,FDA,EISAI INC,
177,439,1939-06-05,FDA,MEDA PHARMS,
178,971,2014-02-18,FDA,LUNDBECK NA LTD,t
179,1339,1982-12-29,FDA,PHARMACIA AND UPJOHN,
180,282,1977-11-22,FDA,,t
181,611,1976-10-19,FDA,,
182,512,1977-03-07,FDA,EMCURE PHARMS LTD,
183,156,1995-12-08,FDA,CLINIGEN HLTHCARE,t
184,30,1954-12-03,FDA,VALEANT PHARM INTL,
185,484,1981-04-06,FDA,PAR PHARM,
187,2267,1954-03-08,FDA,VALEANT,
188,1695,1946-10-23,FDA,NOVARTIS,
189,1807,2003-07-31,FDA,ACTELION PHARMS LTD,t
190,2265,1965-11-18,FDA,,
191,1722,1962-08-13,FDA,KING PHARMS,
192,2272,1969-07-22,FDA,SIGMA TAU,
193,56,1953-07-27,FDA,TEVA BRANDED PHARM,
194,2478,1994-06-24,FDA,BRISTOL MYERS SQUIBB,
195,85,1982-03-29,FDA,VALEANT BERMUDA,
196,2598,1974-03-25,FDA,,
197,790,2006-05-02,FDA,"Astex Pharmaceuticals, Inc.",t
198,2074,1999-09-24,FDA,,
199,2759,1964-07-24,FDA,,
200,1863,1991-12-24,FDA,,
201,1539,1995-11-17,FDA,VIIV HLTHCARE,
202,158,1981-10-05,FDA,PADDOCK LLC,
203,1883,1976-03-11,FDA,ROCHE PALO,
204,854,1973-01-22,FDA,,
205,3952,1982-09-07,FDA,,
206,1490,1959-07-01,FDA,VALIDUS PHARMS INC,
207,1875,1964-03-06,FDA,,
208,164,1980-10-29,FDA,NOVARTIS,
209,1596,1976-08-04,FDA,CORDEN PHARMA,
210,2382,1995-12-12,FDA,COVIS PHARMA SARL,t
211,3364,1985-10-29,FDA,,
212,1579,1948-11-19,FDA,FRESENIUS KABI USA,
213,2048,1991-10-31,FDA,,
214,2270,1950-06-02,FDA,,
215,869,1991-10-09,FDA,BRISTOL MYERS SQUIBB,
216,489,1968-03-11,FDA,NOVARTIS,
217,2862,1996-12-09,FDA,CHIESI USA INC,
218,1523,1970-02-19,FDA,PAR STERILE PRODUCTS,
219,1949,1953-02-06,FDA,,
221,1140,1993-07-29,FDA,MEDA PHARMS,t
222,2428,1950-07-19,FDA,,
223,105,1981-05-01,FDA,SCHERING,
224,329,1960-10-26,FDA,PHARMACIA AND UPJOHN,
225,435,1985-12-30,FDA,GLAXOSMITHKLINE,
226,2199,1986-12-30,FDA,,
227,1429,1997-02-27,FDA,MEDICIS,
228,1747,1957-07-16,FDA,AUXILIUM PHARMS LLC,
229,2612,2007-12-13,FDA,BIOMARIN PHARM,
230,1663,1967-03-28,FDA,SHIONOGI INC,
231,1154,1976-03-16,FDA,XSPIRE,
232,694,1967-02-08,FDA,,
233,770,1969-06-17,FDA,,
234,1251,2001-11-08,FDA,ENDO PHARMS,
235,2373,1985-12-31,FDA,VALEANT PHARM INTL,t
236,25,2004-05-19,FDA,CELGENE,t
237,1219,1986-12-31,FDA,ALLERGAN,
238,1109,1982-09-07,FDA,HOSPIRA,
239,229,1987-12-31,FDA,ALCON,
240,1343,1986-10-27,FDA,PROMIUS PHARMA,
241,1184,1970-12-18,FDA,,
242,438,1954-06-26,FDA,ASPEN GLOBAL,t
243,1808,2009-01-14,FDA,CYPRESS BIOSCIENCE,
244,1003,2003-07-02,FDA,GILEAD,
245,2671,2004-05-17,FDA,MISSION PHARMA,t
246,1690,1942-11-10,FDA,SANOFI AVENTIS US,
247,2176,1982-09-03,FDA,,
248,2332,1953-01-23,FDA,AMEDRA PHARMS,
249,112,1995-09-29,FDA,MERCK AND CO INC,
250,2524,1939-03-09,FDA,LILLY,
251,1027,2003-10-16,FDA,ALLERGAN,
252,880,1982-04-19,FDA,,
253,1285,1981-12-21,FDA,PFIZER PHARMS,
254,2392,2000-04-21,FDA,NOVARTIS,
255,2795,1962-09-13,FDA,,
256,222,1957-04-05,FDA,SCHERING,
257,2017,2000-01-14,FDA,NOVARTIS,
258,645,1977-08-16,FDA,,
259,2079,1996-09-24,FDA,DENCO ASSET,
260,2728,1964-08-10,FDA,CONCORDIA PHARMS INC,
261,2514,1973-07-30,FDA,MONARCH PHARMS,
262,2683,1996-11-27,FDA,ACORDA,t
263,976,1951-03-07,FDA,,
264,1528,1986-01-09,FDA,,
265,1803,1996-09-06,FDA,,
266,1899,2005-08-19,FDA,ALCON PHARMS LTD,
267,1277,1989-06-23,FDA,ROCHE PALO,t
268,1529,1989-11-30,FDA,,
269,916,1946-03-04,FDA,MCNEIL CONS,
270,256,2002-11-26,FDA,LILLY,
271,2762,1948-02-19,FDA,NOVARTIS,
272,209,1997-03-14,FDA,SHIRE LLC,t
273,1540,1994-12-27,FDA,GLAXOSMITHKLINE LLC,t
274,982,1960-06-27,FDA,WYETH PHARMS INC,
275,2699,1976-03-24,FDA,,
276,2616,1998-07-16,FDA,CELGENE,t
277,3317,2005-12-27,FDA,CELGENE,t
278,2355,2005-07-22,FDA,TAKEDA PHARMS USA,
279,2303,1967-11-13,FDA,BAXTER HLTHCARE CORP,t
280,509,1959-04-09,FDA,MEDA PHARMS,
281,2402,1997-09-19,FDA,GLAXOSMITHKLINE LLC,
282,1421,1988-12-30,FDA,BAXTER HLTHCARE,t
283,758,1959-11-16,FDA,BAXTER HLTHCARE,
284,1748,1960-06-27,FDA,PAR STERILE PRODUCTS,
285,1283,1996-05-15,FDA,LILLY,
286,2711,1995-03-03,FDA,JANSSEN PHARMS,
287,2320,1967-09-27,FDA,,
288,1971,1964-11-06,FDA,,
289,2657,1991-10-31,FDA,,
290,2483,1982-05-07,FDA,TEVA PHARMS USA,
291,103,1996-06-11,FDA,AMEDRA PHARMS,t
292,1816,1996-06-14,FDA,ORGANON USA INC,
293,1904,1996-06-21,FDA,BOEHRINGER INGELHEIM,
294,255,1981-08-19,FDA,ALVOGEN IPCO SARL,
295,2861,1987-03-19,FDA,VIIV HLTHCARE,t
296,2818,1976-11-26,FDA,,
297,90,1989-10-30,FDA,ASTELLAS,
