id,drug_class1,drug_class2,ddi_ref_id,ddi_risk,description,source_id
6494,metformin,iopamidol,2,Significant,IOPAMIDOL/METFORMIN HYDROCHLORIDE [VA Drug Interaction],C23305796696786
6495,metformin,iopromide,2,Significant,IOPROMIDE/METFORMIN HYDROCHLORIDE [VA Drug Interaction],C23305798559314
6496,metformin,ioversol,2,Significant,IOVERSOL/METFORMIN HYDROCHLORIDE [VA Drug Interaction],C23305800329371
6497,delavirdine,rifabutin,2,Critical,DELAVIRDINE MESYLATE/RIFABUTIN [VA Drug Interaction],C23305802230451
6498,indinavir,rifabutin,2,Significant,INDINAVIR SULFATE/RIFABUTIN [VA Drug Interaction],C23305804549740
6499,lamotrigine,rifampicin,2,Significant,LAMOTRIGINE/RIFAMPIN [VA Drug Interaction],C23305826241044
6501,ethinylestradiol,tetracycline,2,Significant,ETHINYL ESTRADIOL/TETRACYCLINE [VA Drug Interaction],C23305878577025
6502,mercaptopurine,mesalazine,2,Significant,MERCAPTOPURINE/MESALAMINE [VA Drug Interaction],C23305896029243
6503,rifampicin,tamoxifen,2,Significant,RIFAMPIN/TAMOXIFEN [VA Drug Interaction],C23305906826146
6504,phenytoin,quetiapine,2,Significant,PHENYTOIN/QUETIAPINE FUMARATE [VA Drug Interaction],C23305912262033
6505,propafenone,rifampicin,2,Significant,PROPAFENONE/RIFAMPIN [VA Drug Interaction],C23305916251367
6506,repaglinide,rifampicin,2,Significant,REPAGLINIDE/RIFAMPIN [VA Drug Interaction],C23305923660968
6507,chlorpropamide,rifampicin,2,Significant,CHLORPROPAMIDE/RIFAMPIN [VA Drug Interaction],C23305929398289
6508,glibenclamide,rifampicin,2,Significant,GLYBURIDE/RIFAMPIN [VA Drug Interaction],C23305931264727
6509,tolbutamide,rifampicin,2,Significant,RIFAMPIN/TOLBUTAMIDE [VA Drug Interaction],C23305933349908
6510,glipizide,rifampicin,2,Significant,GLIPIZIDE/RIFAMPIN [VA Drug Interaction],C23305952289746
6511,dofetilide,metformin,2,Significant,DOFETILIDE/METFORMIN HYDROCHLORIDE [VA Drug Interaction],C23305954272400
6512,fosphenytoin,methadone,2,Significant,FOSPHENYTOIN SODIUM/METHADONE [VA Drug Interaction],C23306037607293
6513,amiodarone,atorvastatin,2,Significant,AMIODARONE/ATORVASTATIN CALCIUM [VA Drug Interaction],C23306041226189
6514,atorvastatin,nicotinic acid,2,Significant,ATORVASTATIN CALCIUM/NIACIN [VA Drug Interaction],C23306044090799
6515,atorvastatin,nicotinamide,2,Significant,ATORVASTATIN CALCIUM/NIACINAMIDE [VA Drug Interaction],C23306047551853
6516,indomethacin,moexipril,2,Significant,INDOMETHACIN/MOEXIPRIL HYDROCHLORIDE [VA Drug Interaction],C23306083840543
6517,estradiol,liothyronine,2,Significant,ESTRADIOL/LIOTHYRONINE SODIUM [VA Drug Interaction],C23306123045526
6518,levomethadyl acetate,zidovudine,2,Significant,LEVOMETHADYL/ZIDOVUDINE [VA Drug Interaction],C23306124905260
6519,levomethadyl acetate,phenytoin,2,Critical,LEVOMETHADYL/PHENYTOIN [VA Drug Interaction],C23306127019774
6520,levomethadyl acetate,phenobarbital,2,Significant,LEVOMETHADYL/PHENOBARBITAL [VA Drug Interaction],C23306128828663
6521,levomethadyl acetate,pentazocine,2,Significant,LEVOMETHADYL/PENTAZOCINE [VA Drug Interaction],C23306132406213
6522,levomethadyl acetate,naltrexone,2,Critical,LEVOMETHADYL/NALTREXONE [VA Drug Interaction],C23306136011979
6523,levomethadyl acetate,tramadol,2,Significant,LEVOMETHADYL/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306138265338
6524,erythromycin,levomethadyl acetate,2,Critical,ERYTHROMYCIN/LEVOMETHADYL [VA Drug Interaction],C23306139970024
6525,carbamazepine,levomethadyl acetate,2,Critical,CARBAMAZEPINE/LEVOMETHADYL [VA Drug Interaction],C23306141931446
6526,efavirenz,levomethadyl acetate,2,Critical,EFAVIRENZ/LEVOMETHADYL [VA Drug Interaction],C23306143752627
6527,phenelzine,tramadol,2,Critical,PHENELZINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306181082232
6528,tranylcypromine,tramadol,2,Critical,TRAMADOL HYDROCHLORIDE/TRANYLCYPROMINE [VA Drug Interaction],C23306182925204
6529,fluoxetine,tramadol,2,Significant,FLUOXETINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306184930766
6530,paroxetine,tramadol,2,Significant,PAROXETINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306202656203
6531,sertraline,tramadol,2,Significant,SERTRALINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306205294807
6532,citalopram,tramadol,2,Significant,CITALOPRAM/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306207204546
6533,fluvoxamine,tramadol,2,Significant,FLUVOXAMINE MALEATE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306209167924
6534,ergotamine,lopinavir,2,Critical,ERGOTAMINE TARTRATE/LOPINAVIR [VA Drug Interaction],C23306217655316
6535,ethinylestradiol,modafinil,2,Significant,ETHINYL ESTRADIOL/MODAFINIL [VA Drug Interaction],C23306219506948
6536,ergotamine,ketoconazole,2,Critical,ERGOTAMINE TARTRATE/KETOCONAZOLE [VA Drug Interaction],C23306224824104
6537,ergotamine,itraconazole,2,Critical,ERGOTAMINE TARTRATE/ITRACONAZOLE [VA Drug Interaction],C23306228846124
6538,escitalopram,tramadol,2,Significant,ESCITALOPRAM OXALATE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306235217045
6539,rifampicin,voriconazole,2,Critical,RIFAMPIN/VORICONAZOLE [VA Drug Interaction],C23306239097985
6540,ergotamine,voriconazole,2,Critical,ERGOTAMINE TARTRATE/VORICONAZOLE [VA Drug Interaction],C23306246812374
6541,atorvastatin,voriconazole,2,Critical,ATORVASTATIN CALCIUM/VORICONAZOLE [VA Drug Interaction],C23306264682801
6542,isocarboxazid,tramadol,2,Critical,ISOCARBOXAZID/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306347217872
6543,glibenclamide,voriconazole,2,Significant,GLYBURIDE/VORICONAZOLE [VA Drug Interaction],C23306366778179
6544,vinorelbine,voriconazole,2,Critical,VINORELBINE TARTRATE/VORICONAZOLE [VA Drug Interaction],C23306384846677
6545,lamotrigine,ethinylestradiol,2,Significant,ETHINYL ESTRADIOL/LAMOTRIGINE [VA Drug Interaction],C23306388737954
6546,brimonidine,phenelzine,2,Critical,BRIMONIDINE TARTRATE/PHENELZINE [VA Drug Interaction],C23306425665273
6547,brimonidine,tranylcypromine,2,Critical,BRIMONIDINE TARTRATE/TRANYLCYPROMINE [VA Drug Interaction],C23306427576130
6552,algeldrate,gatifloxacin,2,Significant,ALUMINUM HYDROXIDE/GATIFLOXACIN [VA Drug Interaction],C23306464045290
6553,aluminium phosphate,gatifloxacin,2,Significant,ALUMINUM PHOSPHATE/GATIFLOXACIN [VA Drug Interaction],C23306468110053
6554,glyceryl trinitrate,vardenafil,2,Critical,NITROGLYCERIN/VARDENAFIL [VA Drug Interaction],C23306480643768
6555,eritrityl tetranitrate,vardenafil,2,Critical,ERYTHRITYL TETRANITRATE/VARDENAFIL [VA Drug Interaction],C23306482689280
6556,vardenafil,tamsulosin,2,Significant,TAMSULOSIN HYDROCHLORIDE/VARDENAFIL [VA Drug Interaction],C23306486730576
6557,indinavir,vardenafil,2,Significant,INDINAVIR SULFATE/VARDENAFIL [VA Drug Interaction],C23306496530704
6558,vardenafil,delavirdine,2,Significant,DELAVIRDINE MESYLATE/VARDENAFIL [VA Drug Interaction],C23306502522247
6559,didanosine,indinavir,2,Significant,DIDANOSINE/INDINAVIR SULFATE [VA Drug Interaction],C23306523530783
6560,acitretin,glibenclamide,2,Significant,ACITRETIN/GLYBURIDE [VA Drug Interaction],C23306525594733
6561,acitretin,norethisterone,2,Critical,ACITRETIN/NORETHINDRONE [VA Drug Interaction],C23306527806467
6562,aciclovir,phenytoin,2,Significant,ACYCLOVIR/PHENYTOIN [VA Drug Interaction],C23306537713871
6563,ethinylestradiol,topiramate,2,Significant,ETHINYL ESTRADIOL/TOPIRAMATE [VA Drug Interaction],C23306582402232
6564,fluvastatin,nelfinavir,2,Significant,FLUVASTATIN SODIUM/NELFINAVIR MESYLATE [VA Drug Interaction],C23306584369242
6565,glibenclamide,sulfamethoxazole,2,Significant,GLYBURIDE/SULFAMETHOXAZOLE [VA Drug Interaction],C23306587371858
6566,nefazodone,tramadol,2,Significant,NEFAZODONE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306591623516
6567,tramadol,venlafaxine,2,Significant,TRAMADOL HYDROCHLORIDE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C23306593847821
6568,bosentan,glibenclamide,2,Critical,BOSENTAN/GLYBURIDE [VA Drug Interaction],C23306602113955
6569,gatifloxacin,glibenclamide,2,Significant,GATIFLOXACIN/GLYBURIDE [VA Drug Interaction],C23306622947050
6570,glibenclamide,levofloxacin,2,Significant,GLYBURIDE/LEVOFLOXACIN [VA Drug Interaction],C23306627063216
6571,delavirdine,lovastatin,2,Critical,DELAVIRDINE MESYLATE/LOVASTATIN [VA Drug Interaction],C23306637544157
6572,gatifloxacin,ibutilide,2,Significant,GATIFLOXACIN/IBUTILIDE FUMARATE [VA Drug Interaction],C23306656382584
6574,alatrofloxacin,mesoridazine,2,Critical,ALATROFLOXACIN MESYLATE/MESORIDAZINE [VA Drug Interaction],C23306668100275
6575,algeldrate,ethambutol,2,Significant,ALUMINUM HYDROXIDE/ETHAMBUTOL [VA Drug Interaction],C23306670148859
6576,cerivastatin,fosamprenavir,2,Significant,CERIVASTATIN SODIUM/FOSAMPRENAVIR [VA Drug Interaction],C23306714257538
6577,doxazosin,sildenafil,2,Significant,DOXAZOSIN/SILDENAFIL CITRATE [VA Drug Interaction],C23306729135406
6578,eplerenone,nelfinavir,2,Critical,EPLERENONE/NELFINAVIR MESYLATE [VA Drug Interaction],C23306743930583
6579,ergotamine,fosamprenavir,2,Critical,ERGOTAMINE TARTRATE/FOSAMPRENAVIR [VA Drug Interaction],C23306758139651
6580,escitalopram,linezolid,2,Critical,ESCITALOPRAM OXALATE/LINEZOLID [VA Drug Interaction],C23306760115880
6581,fluvoxamine,warfarin,2,Significant,FLUVOXAMINE MALEATE/WARFARIN [VA Drug Interaction],C23306768414980
6583,dextropropoxyphene,sodium oxybate,2,Critical,PROPOXYPHENE/SODIUM OXYBATE [VA Drug Interaction],C23306827372193
6584,remifentanil,sodium oxybate,2,Critical,REMIFENTANIL HYDROCHLORIDE/SODIUM OXYBATE [VA Drug Interaction],C23306831577477
6585,sodium oxybate,tizanidine,2,Critical,SODIUM OXYBATE/TIZANIDINE HYDROCHLORIDE [VA Drug Interaction],C23306840950455
6586,estazolam,fluvoxamine,2,Significant,ESTAZOLAM/FLUVOXAMINE MALEATE [VA Drug Interaction],C23306865846636
6587,amiodarone,indinavir,2,Critical,AMIODARONE/INDINAVIR SULFATE [VA Drug Interaction],C23306874358891
6588,indinavir,tadalafil,2,Significant,INDINAVIR SULFATE/TADALAFIL [VA Drug Interaction],C23306878768111
6589,ethinylestradiol,secobarbital,2,Significant,ETHINYL ESTRADIOL/SECOBARBITAL [VA Drug Interaction],C23306901952622
6590,secbutabarbital,ethinylestradiol,2,Significant,BUTABARBITAL/ETHINYL ESTRADIOL [VA Drug Interaction],C23306904014337
6591,ethinylestradiol,primidone,2,Significant,ETHINYL ESTRADIOL/PRIMIDONE [VA Drug Interaction],C23306906841232
6592,ethinylestradiol,methylphenobarbital,2,Significant,ETHINYL ESTRADIOL/MEPHOBARBITAL [VA Drug Interaction],C23306908828915
6593,amobarbital,ethinylestradiol,2,Significant,AMOBARBITAL/ETHINYL ESTRADIOL [VA Drug Interaction],C23306910944547
6594,secbutabarbital,estradiol,2,Significant,BUTABARBITAL/ESTRADIOL [VA Drug Interaction],C23306932298378
6595,estradiol,methylphenobarbital,2,Significant,ESTRADIOL/MEPHOBARBITAL [VA Drug Interaction],C23306938322608
6596,cisapride,ibutilide,2,Critical,CISAPRIDE/IBUTILIDE FUMARATE [VA Drug Interaction],C23306981064632
6597,cisapride,moracizine,2,Critical,CISAPRIDE/MORICIZINE [VA Drug Interaction],C23306989836697
6598,efavirenz,ethinylestradiol,2,Significant,EFAVIRENZ/ETHINYL ESTRADIOL [VA Drug Interaction],C23307031570213
6599,indinavir,omeprazole,2,Significant,INDINAVIR SULFATE/OMEPRAZOLE [VA Drug Interaction],C23307052417276
6600,atorvastatin,telithromycin,2,Critical,ATORVASTATIN CALCIUM/TELITHROMYCIN [VA Drug Interaction],C23307115278617
6601,delavirdine,fosamprenavir,2,Critical,DELAVIRDINE MESYLATE/FOSAMPRENAVIR [VA Drug Interaction],C23307133119712
6602,duloxetine,tramadol,2,Significant,DULOXETINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23307181605204
6603,erythromycin,halofantrine,2,Critical,ERYTHROMYCIN/HALOFANTRINE HYDROCHLORIDE [VA Drug Interaction],C23307188110779
6604,erythromycin,moracizine,2,Significant,ERYTHROMYCIN/MORICIZINE [VA Drug Interaction],C23307192545980
6605,erythromycin,nelfinavir,2,Significant,ERYTHROMYCIN/NELFINAVIR MESYLATE [VA Drug Interaction],C23307199017472
6607,glyceryl trinitrate,tadalafil,2,Critical,NITROGLYCERIN/TADALAFIL [VA Drug Interaction],C23307228619838
6608,rifampicin,rosiglitazone,2,Significant,RIFAMPIN/ROSIGLITAZONE [VA Drug Interaction],C23307233047216
6609,fluvoxamine,linezolid,2,Critical,FLUVOXAMINE MALEATE/LINEZOLID [VA Drug Interaction],C23307237708982
6610,linezolid,venlafaxine,2,Critical,LINEZOLID/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C23307252298266
6612,aciclovir,fosphenytoin,2,Significant,ACYCLOVIR/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23307265811716
6613,alfuzosin,indinavir,2,Significant,ALFUZOSIN/INDINAVIR SULFATE [VA Drug Interaction],C23307272393837
6614,alfuzosin,nelfinavir,2,Significant,ALFUZOSIN/NELFINAVIR MESYLATE [VA Drug Interaction],C23307296555847
6615,alfuzosin,sildenafil,2,Significant,ALFUZOSIN/SILDENAFIL CITRATE [VA Drug Interaction],C23307298920393
6616,almotriptan,sibutramine,2,Critical,ALMOTRIPTAN/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C23307301053904
6617,algeldrate,cefpodoxime proxetil,2,Significant,ALUMINUM HYDROXIDE/CEFPODOXIME PROXETIL [VA Drug Interaction],C23307305596661
6618,amiodarone,fosphenytoin,2,Significant,AMIODARONE/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23307308323823
6619,ampicillin,ethinylestradiol,2,Significant,AMPICILLIN/ETHINYL ESTRADIOL [VA Drug Interaction],C23307314985005
6620,ampicillin,norethisterone,2,Significant,AMPICILLIN/NORETHINDRONE [VA Drug Interaction],C23307319574415
6621,amprenavir,ethinylestradiol,2,Significant,AMPRENAVIR/ETHINYL ESTRADIOL [VA Drug Interaction],C23307326226377
6622,amprenavir,norethisterone,2,Significant,AMPRENAVIR/NORETHINDRONE [VA Drug Interaction],C23307339569135
6624,aprepitant,ethinylestradiol,2,Significant,APREPITANT/ETHINYL ESTRADIOL [VA Drug Interaction],C23307355199054
6625,aprepitant,norethisterone,2,Significant,APREPITANT/NORETHINDRONE [VA Drug Interaction],C23307357407715
6626,aprepitant,levonorgestrel,2,Significant,APREPITANT/NORGESTREL [VA Drug Interaction],C23307359827017
6627,capecitabine,fosphenytoin,2,Significant,CAPECITABINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23307373287666
6628,ciprofloxacin,fosphenytoin,2,Significant,CIPROFLOXACIN/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23307427374708
6629,clarithromycin,delavirdine,2,Significant,CLARITHROMYCIN/DELAVIRDINE MESYLATE [VA Drug Interaction],C23307429580854
6630,clarithromycin,fosphenytoin,2,Significant,CLARITHROMYCIN/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23307431827788
6631,delavirdine,erythromycin,2,Significant,DELAVIRDINE MESYLATE/ERYTHROMYCIN [VA Drug Interaction],C23307445590431
6632,dofetilide,fosphenytoin,2,Significant,DOFETILIDE/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23307450086812
6633,dolasetron,ziprasidone,2,Critical,DOLASETRON MESYLATE/ZIPRASIDONE [VA Drug Interaction],C23307456993556
6634,eletriptan,sibutramine,2,Critical,ELETRIPTAN/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C23307463850573
6635,erythromycin,indinavir,2,Significant,ERYTHROMYCIN/INDINAVIR SULFATE [VA Drug Interaction],C23307472053571
6636,ethinylestradiol,felbamate,2,Significant,ETHINYL ESTRADIOL/FELBAMATE [VA Drug Interaction],C23307481450016
6637,ethinylestradiol,griseofulvin,2,Critical,ETHINYL ESTRADIOL/GRISEOFULVIN [VA Drug Interaction],C23307483928543
6638,ethinylestradiol,lopinavir,2,Significant,ETHINYL ESTRADIOL/LOPINAVIR [VA Drug Interaction],C23307486202017
6639,ethinylestradiol,nafcillin,2,Significant,ETHINYL ESTRADIOL/NAFCILLIN [VA Drug Interaction],C23307488362347
6640,ethinylestradiol,nevirapine,2,Significant,ETHINYL ESTRADIOL/NEVIRAPINE [VA Drug Interaction],C23307490642246
6641,ethinylestradiol,ritonavir,2,Critical,ETHINYL ESTRADIOL/RITONAVIR [VA Drug Interaction],C23307492895605
6643,ethinylestradiol,oxcarbazepine,2,Significant,ETHINYL ESTRADIOL/OXCARBAZEPINE [VA Drug Interaction],C23307531469223
6644,fentanyl,fosphenytoin,2,Significant,FENTANYL/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23307547621834
6645,fluconazole,fosphenytoin,2,Significant,FLUCONAZOLE/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23307549912069
6646,fluvoxamine,tizanidine,2,Critical,FLUVOXAMINE MALEATE/TIZANIDINE [VA Drug Interaction],C23307552164032
6647,fosphenytoin,irinotecan,2,Significant,FOSPHENYTOIN SODIUM/IRINOTECAN HYDROCHLORIDE [VA Drug Interaction],C23307555933226
6648,fosphenytoin,levomethadyl acetate,2,Critical,FOSPHENYTOIN SODIUM/LEVOMETHADYL [VA Drug Interaction],C23307558430750
6649,fosphenytoin,mestranol,2,Significant,FOSPHENYTOIN SODIUM/MESTRANOL [VA Drug Interaction],C23307560614547
6650,fosphenytoin,metyrapone,2,Significant,FOSPHENYTOIN SODIUM/METYRAPONE [VA Drug Interaction],C23307562928249
6651,fosphenytoin,mexiletine,2,Significant,FOSPHENYTOIN SODIUM/MEXILETINE [VA Drug Interaction],C23307565135513
6652,fosphenytoin,norethisterone,2,Significant,FOSPHENYTOIN SODIUM/NORETHINDRONE [VA Drug Interaction],C23307567455081
6653,fosphenytoin,norgestimate,2,Significant,FOSPHENYTOIN SODIUM/NORGESTIMATE [VA Drug Interaction],C23307569780516
6654,fosphenytoin,sulfamethoxazole,2,Significant,FOSPHENYTOIN SODIUM/SULFAMETHOXAZOLE [VA Drug Interaction],C23307572323018
6655,fosphenytoin,triamterene,2,Significant,FOSPHENYTOIN SODIUM/TRIAMTERENE [VA Drug Interaction],C23307574837304
6656,fosphenytoin,valproic acid,2,Significant,FOSPHENYTOIN SODIUM/VALPROIC ACID [VA Drug Interaction],C23307577085914
6657,fosphenytoin,voriconazole,2,Significant,FOSPHENYTOIN SODIUM/VORICONAZOLE [VA Drug Interaction],C23307579536505
6658,griseofulvin,norethisterone,2,Significant,GRISEOFULVIN/NORETHINDRONE [VA Drug Interaction],C23307590952202
6660,ibutilide,ziprasidone,2,Critical,IBUTILIDE FUMARATE/ZIPRASIDONE [VA Drug Interaction],C23307602139936
6661,mestranol,nelfinavir,2,Significant,MESTRANOL/NELFINAVIR MESYLATE [VA Drug Interaction],C23307653064286
6662,nafcillin,levonorgestrel,2,Significant,NAFCILLIN/NORGESTREL [VA Drug Interaction],C23307677105889
6663,nelfinavir,norethisterone,2,Significant,NELFINAVIR MESYLATE/NORETHINDRONE [VA Drug Interaction],C23307679648670
6664,nelfinavir,norgestimate,2,Significant,NELFINAVIR MESYLATE/NORGESTIMATE [VA Drug Interaction],C23307681971032
6665,nelfinavir,levonorgestrel,2,Significant,NELFINAVIR MESYLATE/NORGESTREL [VA Drug Interaction],C23307684195337
6666,nevirapine,norethisterone,2,Significant,NEVIRAPINE/NORETHINDRONE [VA Drug Interaction],C23307688780277
6667,nevirapine,levonorgestrel,2,Significant,NEVIRAPINE/NORGESTREL [VA Drug Interaction],C23307697193917
6668,norelgestromin,benzylpenicillin,2,Significant,NORELGESTROMIN/PENICILLIN [VA Drug Interaction],C23307702164381
6669,norelgestromin,rifampicin,2,Significant,NORELGESTROMIN/RIFAMPIN [VA Drug Interaction],C23307716571240
6670,norethisterone,oxcarbazepine,2,Significant,NORETHINDRONE/OXCARBAZEPINE [VA Drug Interaction],C23307723603977
6671,norethisterone,benzylpenicillin,2,Significant,NORETHINDRONE/PENICILLIN [VA Drug Interaction],C23307726019927
6672,norethisterone,phenobarbital,2,Significant,NORETHINDRONE/PHENOBARBITAL [VA Drug Interaction],C23307728234454
6673,norethisterone,phenylbutazone,2,Significant,NORETHINDRONE/PHENYLBUTAZONE [VA Drug Interaction],C23307730565476
6674,norethisterone,phenytoin,2,Significant,NORETHINDRONE/PHENYTOIN [VA Drug Interaction],C23307734504525
6675,norethisterone,primidone,2,Significant,NORETHINDRONE/PRIMIDONE [VA Drug Interaction],C23307736691953
6676,norethisterone,ritonavir,2,Significant,NORETHINDRONE/RITONAVIR [VA Drug Interaction],C23307739149249
6677,norethisterone,secobarbital,2,Significant,NORETHINDRONE/SECOBARBITAL [VA Drug Interaction],C23307741486976
6678,norethisterone,tetracycline,2,Significant,NORETHINDRONE/TETRACYCLINE [VA Drug Interaction],C23307743685580
6679,norethisterone,topiramate,2,Significant,NORETHINDRONE/TOPIRAMATE [VA Drug Interaction],C23307746272780
6680,alosetron,fluvoxamine,2,Critical,ALOSETRON/FLUVOXAMINE MALEATE [VA Drug Interaction],C23307783168810
6681,erlotinib,rifampicin,2,Significant,ERLOTINIB/RIFAMPIN [VA Drug Interaction],C23307857361200
6682,eszopiclone,nelfinavir,2,Significant,ESZOPICLONE/NELFINAVIR MESYLATE [VA Drug Interaction],C23307877974994
6683,eszopiclone,rifampicin,2,Significant,ESZOPICLONE/RIFAMPIN [VA Drug Interaction],C23307880466372
6684,fentanyl,nelfinavir,2,Critical,FENTANYL/NELFINAVIR MESYLATE [VA Drug Interaction],C23307907733804
6686,ketoconazole,solifenacin,2,Significant,KETOCONAZOLE/SOLIFENACIN SUCCINATE [VA Drug Interaction],C23307932497007
6687,rifampicin,tipranavir,2,Critical,RIFAMPIN/TIPRANAVIR [VA Drug Interaction],C23307942582087
6688,darifenacin,nelfinavir,2,Significant,DARIFENACIN/NELFINAVIR MESYLATE [VA Drug Interaction],C23308034421693
6689,fluvastatin,phenytoin,2,Significant,FLUVASTATIN SODIUM/PHENYTOIN [VA Drug Interaction],C23308058636502
6690,selegiline,tramadol,2,Critical,SELEGILINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23308073376644
6691,tramadol,trifluoperazine,2,Critical,TRAMADOL HYDROCHLORIDE/TRIFLUOPERAZINE [VA Drug Interaction],C23308075675819
6692,tramadol,triflupromazine,2,Critical,TRAMADOL HYDROCHLORIDE/TRIFLUPROMAZINE [VA Drug Interaction],C23308078364708
6693,moracizine,vardenafil,2,Significant,MORICIZINE/VARDENAFIL [VA Drug Interaction],C23308088215681
6694,amiodarone,tramadol,2,Significant,AMIODARONE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23308100357727
6695,gatifloxacin,metformin,2,Significant,GATIFLOXACIN/METFORMIN HYDROCHLORIDE [VA Drug Interaction],C23308120749145
6696,ketoconazole,venlafaxine,2,Significant,KETOCONAZOLE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C23308158073442
6697,nelfinavir,vardenafil,2,Significant,NELFINAVIR MESYLATE/VARDENAFIL [VA Drug Interaction],C23308160624325
6698,cisapride,quetiapine,2,Significant,CISAPRIDE/QUETIAPINE FUMARATE [VA Drug Interaction],C56.2982
6699,itraconazole,quetiapine,2,Significant,ITRACONAZOLE/QUETIAPINE FUMARATE [VA Drug Interaction],C56.3002
6700,ketoconazole,quetiapine,2,Significant,KETOCONAZOLE/QUETIAPINE FUMARATE [VA Drug Interaction],C56.3003
6701,mesoridazine,quetiapine,2,Critical,MESORIDAZINE/QUETIAPINE FUMARATE [VA Drug Interaction],C56.3005
6702,rifampicin,risperidone,2,Significant,RIFAMPIN/RISPERIDONE [VA Drug Interaction],C56.3009
6703,almotriptan,escitalopram,2,Significant,ALMOTRIPTAN/ESCITALOPRAM OXALATE [VA Drug Interaction],C56.3014
6704,almotriptan,fluvoxamine,2,Significant,ALMOTRIPTAN/FLUVOXAMINE MALEATE [VA Drug Interaction],C56.3016
6705,almotriptan,venlafaxine,2,Significant,ALMOTRIPTAN/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56.3019
6706,citalopram,naratriptan,2,Significant,CITALOPRAM/NARATRIPTAN HYDROCHLORIDE [VA Drug Interaction],C56.3025
6707,citalopram,venlafaxine,2,Significant,CITALOPRAM/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56.3026
6708,delavirdine,ranolazine,2,Critical,DELAVIRDINE MESYLATE/RANOLAZINE [VA Drug Interaction],C56.3030
6709,duloxetine,escitalopram,2,Significant,DULOXETINE/ESCITALOPRAM OXALATE [VA Drug Interaction],C56.3035
6710,duloxetine,fluvoxamine,2,Significant,DULOXETINE/FLUVOXAMINE MALEATE [VA Drug Interaction],C56.3036
6711,eletriptan,escitalopram,2,Significant,ELETRIPTAN/ESCITALOPRAM OXALATE [VA Drug Interaction],C56.3042
6712,eletriptan,fluvoxamine,2,Significant,ELETRIPTAN/FLUVOXAMINE MALEATE [VA Drug Interaction],C56.3044
6713,eletriptan,venlafaxine,2,Significant,ELETRIPTAN/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56.3047
6714,escitalopram,frovatriptan,2,Significant,ESCITALOPRAM OXALATE/FROVATRIPTAN [VA Drug Interaction],C56.3049
6715,escitalopram,naratriptan,2,Significant,ESCITALOPRAM OXALATE/NARATRIPTAN HYDROCHLORIDE [VA Drug Interaction],C56.3050
6716,escitalopram,rizatriptan,2,Significant,ESCITALOPRAM OXALATE/RIZATRIPTAN [VA Drug Interaction],C56.3051
6717,escitalopram,sumatriptan,2,Significant,ESCITALOPRAM OXALATE/SUMATRIPTAN [VA Drug Interaction],C56.3052
6718,escitalopram,venlafaxine,2,Significant,ESCITALOPRAM OXALATE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56.3053
6719,escitalopram,zolmitriptan,2,Significant,ESCITALOPRAM OXALATE/ZOLMITRIPTAN [VA Drug Interaction],C56.3054
6720,fluoxetine,venlafaxine,2,Significant,FLUOXETINE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56.3057
6721,fluvoxamine,frovatriptan,2,Significant,FLUVOXAMINE MALEATE/FROVATRIPTAN [VA Drug Interaction],C56.3058
6722,fluvoxamine,naratriptan,2,Significant,FLUVOXAMINE MALEATE/NARATRIPTAN HYDROCHLORIDE [VA Drug Interaction],C56.3059
6723,fluvoxamine,rizatriptan,2,Significant,FLUVOXAMINE MALEATE/RIZATRIPTAN [VA Drug Interaction],C56.3060
