id,code,chemical_substance,l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,l4_code,l4_name,chemical_substance_count
4740,S01GA52,"tetryzoline, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,1
4741,S01GA53,"xylometazoline, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,1
4742,S01GA55,"phenylephrine, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,1
4743,S01GA56,"oxedrine, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,1
4744,S01GX01,cromoglicic acid,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4745,S01GX02,levocabastine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4746,S01GX03,spaglumic acid,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4747,S01GX04,nedocromil,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4748,S01GX05,lodoxamide,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4749,S01GX06,emedastine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4750,S01GX07,azelastine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4751,S01GX08,ketotifen,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4752,S01GX09,olopatadine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4753,S01GX10,epinastine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4754,S01GX11,alcaftadine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4755,S01GX51,"cromoglicic acid, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
4756,S01HA01,cocaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,1
4757,S01HA02,oxybuprocaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,1
4758,S01HA03,tetracaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,1
4759,S01HA04,proxymetacaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,1
4760,S01HA05,procaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,1
4761,S01HA06,cinchocaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,1
4762,S01HA07,lidocaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,1
4763,S01HA30,combinations,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,0
4764,S01JA01,fluorescein,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01J,DIAGNOSTIC AGENTS,S01JA,Colouring agents,1
4765,S01JA02,rose bengal sodium,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01J,DIAGNOSTIC AGENTS,S01JA,Colouring agents,1
4766,S01JA51,"fluorescein, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01J,DIAGNOSTIC AGENTS,S01JA,Colouring agents,1
4767,S01KA01,hyaluronic acid,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01K,SURGICAL AIDS,S01KA,Viscoelastic substances,1
4768,S01KA02,hypromellose,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01K,SURGICAL AIDS,S01KA,Viscoelastic substances,0
4769,S01KA51,"hyaluronic acid, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01K,SURGICAL AIDS,S01KA,Viscoelastic substances,1
4770,S01KX01,chymotrypsin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01K,SURGICAL AIDS,S01KX,Other surgical aids,1
4771,S01LA01,verteporfin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,1
4772,S01LA02,anecortave,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,1
4773,S01LA03,pegaptanib,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,1
4774,S01LA04,ranibizumab,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,1
4775,S01LA05,aflibercept,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,1
4776,S01LA06,brolucizumab,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,1
4777,S01LA07,abicipar pegol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,0
4778,S01XA01,guaiazulen,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4779,S01XA02,retinol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4780,S01XA03,"sodium chloride, hypertonic",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4781,S01XA04,potassium iodide,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4782,S01XA05,sodium edetate,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4783,S01XA06,ethylmorphine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4784,S01XA07,alum,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4785,S01XA08,acetylcysteine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4786,S01XA09,iodoheparinate,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,0
4787,S01XA10,inosine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4788,S01XA11,nandrolone,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4789,S01XA12,dexpanthenol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4790,S01XA13,alteplase,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4791,S01XA14,heparin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4792,S01XA15,ascorbic acid,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4793,S01XA18,ciclosporin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4794,S01XA19,"limbal stem cells, autologous",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,0
4795,S01XA20,artificial tears and other indifferent preparations,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,0
4796,S01XA21,mercaptamine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4797,S01XA22,ocriplasmin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4798,S01XA23,sirolimus,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4799,S01XA24,cenegermin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4800,S01XA25,lifitegrast,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4801,S01XA26,riboflavin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4802,S01XA27,voretigene neparvovec,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,0
4803,S02AA01,chloramphenicol,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4804,S02AA02,nitrofural,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4805,S02AA03,boric acid,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4806,S02AA04,aluminium acetotartrate,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4807,S02AA05,clioquinol,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4808,S02AA06,hydrogen peroxide,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4809,S02AA07,neomycin,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4810,S02AA08,tetracycline,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4811,S02AA09,chlorhexidine,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4812,S02AA10,acetic acid,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4813,S02AA11,polymyxin B,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4814,S02AA12,rifamycin,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4815,S02AA13,miconazole,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4816,S02AA14,gentamicin,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4817,S02AA15,ciprofloxacin,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4818,S02AA16,ofloxacin,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
4819,S02AA30,"antiinfectives, combinations",S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,0
4820,S02BA01,hydrocortisone,S,SENSORY ORGANS,S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,1
4821,S02BA03,prednisolone,S,SENSORY ORGANS,S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,1
4822,S02BA06,dexamethasone,S,SENSORY ORGANS,S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,1
4823,S02BA07,betamethasone,S,SENSORY ORGANS,S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,1
4824,S02BA08,fluocinolone acetonide,S,SENSORY ORGANS,S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,1
4825,S02CA01,prednisolone and antiinfectives,S,SENSORY ORGANS,S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,1
4826,S02CA02,flumetasone and antiinfectives,S,SENSORY ORGANS,S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,1
4827,S02CA03,hydrocortisone and antiinfectives,S,SENSORY ORGANS,S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,1
4828,S02CA04,triamcinolone and antiinfectives,S,SENSORY ORGANS,S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,1
4829,S02CA05,fluocinolone acetonide and antiinfectives,S,SENSORY ORGANS,S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,1
4830,S02CA06,dexamethasone and antiinfectives,S,SENSORY ORGANS,S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,1
4831,S02CA07,fludrocortisone and antiinfectives,S,SENSORY ORGANS,S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,1
4832,S02DA01,lidocaine,S,SENSORY ORGANS,S02,OTOLOGICALS,S02D,OTHER OTOLOGICALS,S02DA,Analgesics and anesthetics,1
4833,S02DA02,cocaine,S,SENSORY ORGANS,S02,OTOLOGICALS,S02D,OTHER OTOLOGICALS,S02DA,Analgesics and anesthetics,1
4834,S02DA03,phenazone,S,SENSORY ORGANS,S02,OTOLOGICALS,S02D,OTHER OTOLOGICALS,S02DA,Analgesics and anesthetics,1
4835,S02DA04,cinchocaine,S,SENSORY ORGANS,S02,OTOLOGICALS,S02D,OTHER OTOLOGICALS,S02DA,Analgesics and anesthetics,1
4836,S02DA30,combinations,S,SENSORY ORGANS,S02,OTOLOGICALS,S02D,OTHER OTOLOGICALS,S02DA,Analgesics and anesthetics,0
4837,S03AA01,neomycin,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
4838,S03AA02,tetracycline,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
4839,S03AA03,polymyxin B,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
4840,S03AA04,chlorhexidine,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
4841,S03AA05,hexamidine,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
4842,S03AA06,gentamicin,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
4843,S03AA07,ciprofloxacin,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
4844,S03AA08,chloramphenicol,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
4845,S03AA30,"antiinfectives, combinations",S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,0
4846,S03BA01,dexamethasone,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03B,CORTICOSTEROIDS,S03BA,Corticosteroids,1
4847,S03BA02,prednisolone,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03B,CORTICOSTEROIDS,S03BA,Corticosteroids,1
4848,S03BA03,betamethasone,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03B,CORTICOSTEROIDS,S03BA,Corticosteroids,1
4849,S03CA01,dexamethasone and antiinfectives,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S03CA,Corticosteroids and antiinfectives in combination,1
4850,S03CA02,prednisolone and antiinfectives,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S03CA,Corticosteroids and antiinfectives in combination,1
4851,S03CA04,hydrocortisone and antiinfectives,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S03CA,Corticosteroids and antiinfectives in combination,1
4852,S03CA05,fludrocortisone and antiinfectives,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S03CA,Corticosteroids and antiinfectives in combination,1
4853,S03CA06,betamethasone and antiinfectives,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S03CA,Corticosteroids and antiinfectives in combination,1
4854,V01AA01,feather,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4855,V01AA02,grass pollen,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4856,V01AA03,house dust mites,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4857,V01AA04,mould fungus and yeast fungus,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4858,V01AA05,tree pollen,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4859,V01AA07,insects,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4860,V01AA08,food,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4861,V01AA09,textiles,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4862,V01AA10,flowers,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4863,V01AA11,animals,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4864,V01AA20,various,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
4865,V03AB01,ipecacuanha,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,0
4866,V03AB02,nalorphine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4867,V03AB03,edetates,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,0
4868,V03AB04,pralidoxime,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4869,V03AB05,prednisolone and promethazine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,2
4870,V03AB06,thiosulfate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,0
4871,V03AB08,sodium nitrite,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4872,V03AB09,dimercaprol,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4873,V03AB13,obidoxime,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4874,V03AB14,protamine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4875,V03AB15,naloxone,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4876,V03AB16,ethanol,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4877,V03AB17,methylthioninium chloride,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4878,V03AB18,potassium permanganate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4879,V03AB19,physostigmine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4880,V03AB20,copper sulfate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4881,V03AB21,potassium iodide,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4882,V03AB22,amyl nitrite,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4883,V03AB23,acetylcysteine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4884,V03AB24,digitalis antitoxin,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,0
4885,V03AB25,flumazenil,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4886,V03AB26,methionine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4887,V03AB27,4-dimethylaminophenol,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4888,V03AB29,cholinesterase,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,0
4889,V03AB31,prussian blue,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4890,V03AB32,glutathione,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4891,V03AB33,hydroxocobalamin,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4892,V03AB34,fomepizole,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4893,V03AB35,sugammadex,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4894,V03AB36,phentolamine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4895,V03AB37,idarucizumab,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4896,V03AB38,andexanet alfa,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4897,V03AC01,deferoxamine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AC,Iron chelating agents,1
