syn_id,id,name,preferred_name,parent_id,lname
18467,127,almitrine dimesylate,,,almitrine dimesylate
18468,789,syncurine,,,syncurine
18469,1394,paredrine,,,paredrine
18470,1560,lorfan,,,lorfan
18471,1573,levopropoxyphene napsylate anhydrous,,,levopropoxyphene napsylate anhydrous
18472,1573,novrad,,,novrad
18473,1574,levo-dromoran,,,levo-dromoran
18474,3222,fenbutrazate hydrochloride,,,fenbutrazate hydrochloride
18475,3222,fenbutrazate HCl,,,fenbutrazate hcl
18476,3222,phenbutrazate hydrochloride,,,phenbutrazate hydrochloride
18477,3222,phenbutrazate HCl,,,phenbutrazate hcl
18478,2533,diasone sodium,,,diasone sodium
18479,2423,sarpogrelate hydrochloride,,,sarpogrelate hydrochloride
18480,2423,sarpogrelate HCl,,,sarpogrelate hcl
18481,4918,EC 3.1.6.13,,,ec 3.1.6.13
18482,3986,ibuprofen aminoethanol,,,ibuprofen aminoethanol
18483,4995,epoetin alfa,1,,epoetin alfa
18484,4995,epogen,,,epogen
18485,4995,procrit,,,procrit
18486,4995,epoetin alfa (genetical recombination),,,epoetin alfa (genetical recombination)
18487,4995,erythropoietin,,,erythropoietin
18489,2635,thioproperazine mesilate,,,thioproperazine mesilate
18490,2600,seldane,,,seldane
18491,799,delavirdine mesilate,,,delavirdine mesilate
18492,4442,triethanolamine salicylate,,,triethanolamine salicylate
18493,4713,CP-690550,,,cp-690550
18494,2446,AY22989,,,ay22989
18495,2446,AY-22989,,,ay-22989
18496,4318,BIBW2992,,,bibw2992
18497,4359,SKI-606,,,ski-606
18498,4359,SKI 606,,,ski 606
18499,4996,romiplostim,1,,romiplostim
18500,4996,nplate,,,nplate
18501,4996,AMG-531,,,amg-531
18502,4997,laronidase,1,,laronidase
18503,4997,aldurazyme,,,aldurazyme
18504,4997,laronidase (genetical recombination),,,laronidase (genetical recombination)
18505,4901,toujeo,,,toujeo
18506,4981,novorapid,,,novorapid
18507,4998,aluminium acetate,,,aluminium acetate
18508,4998,acetic acid aluminium salt,,,acetic acid aluminium salt
18509,4998,aluminum acetate,1,,aluminum acetate
18510,1204,fluocinolone acetonide oil,,,fluocinolone acetonide oil
18511,4998,burow solution,,,burow solution
18512,659,ciprofloxacin lactate,,,ciprofloxacin lactate
18513,2328,zinamide,,,zinamide
18514,4999,elosulfase alfa,1,,elosulfase alfa
18515,4999,vimizim,,,vimizim
18516,4999,BMN 110,,,bmn 110
18517,4999,rhGALNS,,,rhgalns
18518,4999,EC 3.1.6.4,,,ec 3.1.6.4
18519,4814,BI 1744,,,bi 1744
18520,4814,BI-1744,,,bi-1744
18521,1996,alli,,,alli
18522,2827,vinorelbine base,,,vinorelbine base
18523,1386,hydrocodone polistirex,,,hydrocodone polistirex
18524,725,codeine polistirex,,,codeine polistirex
18525,4929,r-hLH,,,r-hlh
18526,4929,human LH,,,human lh
18527,2149,phenylpropanolamine polistirex,,,phenylpropanolamine polistirex
18528,616,chlorpheniramine polistirex,,,chlorpheniramine polistirex
18529,1028,epinephrine hydrochloride,,,epinephrine hydrochloride
18530,2326,pseudoephedrine polistirex,,,pseudoephedrine polistirex
18531,2720,treprostinil diolamine,,,treprostinil diolamine
18532,842,dextromethorphan polistirex,,,dextromethorphan polistirex
18533,5000,evolocumab,1,,evolocumab
18534,5000,repatha,,,repatha
18535,5000,AMG-145,,,amg-145
18536,5000,AMG 145,,,amg 145
18537,3550,tetradecyl sulfuric acid,,,tetradecyl sulfuric acid
18538,607,chloroquine sulphate,,,chloroquine sulphate
18539,2050,teebacin,,,teebacin
18540,2114,phenurone,,,phenurone
18541,1694,mephentermine sulphate,,,mephentermine sulphate
18542,2188,multifuge,,,multifuge
18543,52,neopap,,,neopap
18544,471,camostat mesilate,,,camostat mesilate
18545,471,camostat mesylate,,,camostat mesylate
18546,155,amidefrine mesylate,,,amidefrine mesylate
18547,2349,quinupristin mesylate,,,quinupristin mesylate
18548,792,desferrioxamine mesylate,,,desferrioxamine mesylate
18549,1602,loprazolam mesilate,,,loprazolam mesilate
18550,4801,dabrafenib mesilate,,,dabrafenib mesilate
18551,4063,tirilazad mesilate,,,tirilazad mesilate
18552,4171,eribulin mesilate,,,eribulin mesilate
18553,887,dihydroergocristine mesilate,,,dihydroergocristine mesilate
18554,3184,dihydroergocornine mesilate,,,dihydroergocornine mesilate
18555,4148,Dihydro-.beta.-ergocryptine mesilate,,,dihydro-.beta.-ergocryptine mesilate
18556,4420,Dihydro-.alpha.-ergocryptine mesilate,,,dihydro-.alpha.-ergocryptine mesilate
18557,4420,dihydroergocryptine mesilate,,,dihydroergocryptine mesilate
18558,1153,fenoldopam mesilate,,,fenoldopam mesilate
18559,2865,ziprasidone mesilate,,,ziprasidone mesilate
18560,3521,rasagiline mesilate,,,rasagiline mesilate
18561,2777,trovafloxacin mesilate,,,trovafloxacin mesilate
18562,4721,lomitapide mesilate,,,lomitapide mesilate
18563,1735,isoniazid mesilate,,,isoniazid mesilate
18564,155,amidephrine mesilate,,,amidephrine mesilate
18565,4573,iclaprim mesilate,,,iclaprim mesilate
18566,4298,BMS 562247,,,bms 562247
18567,4298,BMS-562247,,,bms-562247
18568,4298,BMS-562247-01,,,bms-562247-01
18569,4308,CP-336156,,,cp-336156
18570,4308,"CP-336,156",,,"cp-336,156"
18571,570,centron,,,centron
18572,5001,eluxadoline,1,,eluxadoline
18573,5001,viberzi,,,viberzi
18574,5001,JNJ-27018966,,,jnj-27018966
18575,5001,JNJ 27018966,,,jnj 27018966
18576,5001,MuDelta,,,mudelta
18577,472,acamylophenine,,,acamylophenine
18578,472,acamylophenine hydrochloride,,,acamylophenine hydrochloride
18579,472,camylofin hydrochloride,,,camylofin hydrochloride
18580,472,camylofin dihydrochloride,,,camylofin dihydrochloride
18581,1819,Mitomycin C,,,mitomycin c
18582,2772,tropatepine hydrochloride,,,tropatepine hydrochloride
18583,2772,lepticur,,,lepticur
18584,119,SPP100,,,spp100
18585,5002,insulin lispro,1,,insulin lispro
18586,5002,humalog,,,humalog
18587,5002,insulin lispro recombinant,,,insulin lispro recombinant
18588,5002,humalog lispro,,,humalog lispro
18589,1571,levacetylmethadol hydrochloride,,,levacetylmethadol hydrochloride
18590,3820,prednisolamate hydrochloride,,,prednisolamate hydrochloride
18591,3820,etaproctene,,,etaproctene
18592,4547,praemenstron,,,praemenstron
18593,845,glucose monohydrate,,,glucose monohydrate
18594,845,anhydrous glucose,,,anhydrous glucose
18595,4402,BAL9141,,,bal9141
18596,4402,BAL-9141,,,bal-9141
18597,4402,BAL 9141,,,bal 9141
18598,4402,BAL 9141-000,,,bal 9141-000
18599,463,nymusa,,,nymusa
18600,5003,insulin human,1,27,insulin human
18601,5003,insulin recombinant human,,,insulin recombinant human
18602,5003,insulin human (genetical recombination),,,insulin human (genetical recombination)
18603,5003,humulin,,,humulin
18604,841,dextroamphetamine resin complex,,,dextroamphetamine resin complex
18605,195,amphetamine resin complex,,,amphetamine resin complex
18606,4456,hydrocortisone hemisuccinate,,,hydrocortisone hemisuccinate
18607,1257,furoxone,,,furoxone
18608,2041,terramycin,,,terramycin
18609,2369,moderil,,,moderil
18610,2251,HYDELTRA-TBA,,,hydeltra-tba
18611,2138,liquamar,,,liquamar
18612,3300,indocyanine green sodium,,,indocyanine green sodium
18613,3920,decadron,,,decadron
18614,3920,dexamethasone phosphoric acid,,,dexamethasone phosphoric acid
18615,3063,capreomycine,,,capreomycine
18616,3063,capreomycine sulfate,,,capreomycine sulfate
18617,4451,prednisolone phosphoric acid,,,prednisolone phosphoric acid
18618,1587,lisinopril dihydrate,,,lisinopril dihydrate
18619,1587,anhydrous lisinopril,,,anhydrous lisinopril
18620,1536,lactulose hydrate,,,lactulose hydrate
18621,4290,magnesium sulfate anhydrous,,,magnesium sulfate anhydrous
18622,1990,omeprazole sodium bicarbonate,,,omeprazole sodium bicarbonate
18623,4143,darunavir ethnolate,,,darunavir ethnolate
18624,4718,teduglutide recombinant,,,teduglutide recombinant
18625,1455,meglumine adipiodone,,,meglumine adipiodone
18626,1455,iodipamide meglumine,,,iodipamide meglumine
18627,1455,iodipamide sodium,,,iodipamide sodium
18628,1455,cholografin meglumine,,,cholografin meglumine
18629,1455,cholografin sodium,,,cholografin sodium
18630,4931,corticotropin-zinc hydroxide,,,corticotropin-zinc hydroxide
18631,4931,cortrophin-zinc,,,cortrophin-zinc
18632,2140,phentermine resin complex,,,phentermine resin complex
18633,1474,ipodate calcium,,,ipodate calcium
18634,1469,iothalamate meglumine,,,iothalamate meglumine
18635,1469,meglumine iotalamate,,,meglumine iotalamate
18636,1469,iothalamate sodium,,,iothalamate sodium
18637,1789,calcium metrizoate,,,calcium metrizoate
18638,1789,meglumine metrizoate,,,meglumine metrizoate
18639,1789,metrizoate magnesium,,,metrizoate magnesium
18640,1789,metrizoate sodium,,,metrizoate sodium
18641,1331,"griseofulvin, ultramicrosize",,,"griseofulvin, ultramicrosize"
18642,1331,"griseofulvin, microsize",,,"griseofulvin, microsize"
18643,4219,"sodium phosphate, monobasic, anhydrous",,,"sodium phosphate, monobasic, anhydrous"
18644,4848,somatropin recombinant,,,somatropin recombinant
18645,5003,insulin recombinant purified human,,,insulin recombinant purified human
18646,4848,somatropin [rDNA origin],,,somatropin [rdna origin]
18647,1832,mometasone furoate monohydrate,,,mometasone furoate monohydrate
18648,2994,glucagon recombinant,,,glucagon recombinant
18649,4195,tocopherol acetate,,,tocopherol acetate
18650,167,hexaminolevulinate hydrochloride,,,hexaminolevulinate hydrochloride
18651,1584,linezolid sodium chloride,,,linezolid sodium chloride
18652,2406,rosuvastatin zinc,,,rosuvastatin zinc
18653,2406,ZD4522,,,zd4522
18654,2281,W 5219,,,w 5219
18655,2281,W-5219,,,w-5219
18656,2281,CR 242,,,cr 242
18657,2281,CR-242,,,cr-242
18658,4996,AMG531,,,amg531
18659,199,CP-65703,,,cp-65703
18660,199,CP 65703,,,cp 65703
18662,2018,oxeladin citrate,,,oxeladin citrate
18663,2064,pargeverine hydrochloride,,,pargeverine hydrochloride
18664,2064,pargeverine HCl,,,pargeverine hcl
18665,2064,propinox hydrochloride,,,propinox hydrochloride
18666,161,amineptine hydrochloride,,,amineptine hydrochloride
18667,161,amineptine HCl,,,amineptine hcl
18668,1162,fenquizone potassium,,,fenquizone potassium
18669,4999,BMN-110,,,bmn-110
18670,4990,huN901-DM1,,,hun901-dm1
18671,1375,histamine diphosphate,,,histamine diphosphate
18672,357,histalog,,,histalog
18673,2088,ICI 50123,,,ici 50123
18674,4533,samarium SM-153 lexidronam pentasodium,,,samarium sm-153 lexidronam pentasodium
18675,3661,solitacina,,,solitacina
18676,2779,KU-54,,,ku-54
18677,4987,filgrastim-sndz,,,filgrastim-sndz
18678,4987,zarxio,,,zarxio
18679,4659,sulpyrine,,,sulpyrine
18680,4659,metamizole magnesium,,,metamizole magnesium
18681,4659,metamizole calcium,,,metamizole calcium
18682,1188,Ro-2-9915,,,ro-2-9915
18683,1188,Ro 2-9915,,,ro 2-9915
18684,1188,ancotil,,,ancotil
18685,1188,ancobon,,,ancobon
18686,1188,5-fluorocytosine,,,5-fluorocytosine
18687,2715,parnate,,,parnate
18688,435,wellbutrin,,,wellbutrin
18689,1232,wellcovorin,,,wellcovorin
18690,1232,folinic acid calcium salt pentahydrate,,,folinic acid calcium salt pentahydrate
18691,844,destropropoxifene,,,destropropoxifene
18692,5004,ocriplasmin,1,,ocriplasmin
18693,5004,microplasmin,,,microplasmin
18694,5004,ocriplasmine,,,ocriplasmine
18695,5004,jetrea,,,jetrea
18696,1988,CJ 91B,,,cj 91b
18697,1988,dipentum,,,dipentum
18698,2013,WY 21743,,,wy 21743
18699,2176,LB-46,,,lb-46
18700,2337,"ICI 204,636",,,"ici 204,636"
18701,2337,seroquel,,,seroquel
18702,2552,FR900506,,,fr900506
18703,2683,AN021,,,an021
18704,2683,DS103-282,,,ds103-282
18705,1782,AHR-3070-C,,,ahr-3070-c
18706,1547,A-65006,,,a-65006
18707,1547,AG 1749,,,ag 1749
18708,1547,AG-1749,,,ag-1749
18709,1540,BW 430C,,,bw 430c
18710,3325,U 42585E,,,u 42585e
18711,3325,"U-42,585E",,,"u-42,585e"
18712,625,chlortalidone,1,,chlortalidone
18713,3525,YH 1885,,,yh 1885
18714,3525,revanex,,,revanex
18715,3525,YH1885,,,yh1885
18716,5005,mirodenafil,1,,mirodenafil
18717,5005,mvix,,,mvix
18718,5005,SK3530,,,sk3530
18719,103,albenza,,,albenza
18720,2704,AY-27773,,,ay-27773
18721,1002,M 73101,,,m 73101
18722,1002,M73101,,,m73101
18723,1639,mazaticol hydrochloride,,,mazaticol hydrochloride
18724,1639,mazaticol HCl,,,mazaticol hcl
18725,1639,mazaticol hydrochloride monohydrate,,,mazaticol hydrochloride monohydrate
18726,1639,pentona,,,pentona
18729,72,P-3981,,,p-3981
18730,91,adenosine triphosphate disodium hydrate,,,adenosine triphosphate disodium hydrate
18731,4224,glaspia,,,glaspia
18732,2706,topina,,,topina
18733,2845,AO-128,,,ao-128
18734,817,DDAVP,,,ddavp
18735,1944,NTBC,,,ntbc
18736,995,UK 116044-04,,,uk 116044-04
18737,995,"UK-116,044",,,"uk-116,044"
18738,995,relpax,,,relpax
18739,4683,mintacol,,,mintacol
18740,3428,pentamethazol,,,pentamethazol
18741,3428,pentazol,,,pentazol
18742,3428,leptazol,,,leptazol
18743,4858,corticorelin human,,,corticorelin human
18744,4858,corticorelin acetate,,,corticorelin acetate
18745,4703,JM216,,,jm216
18746,4703,BMS 182751,,,bms 182751
18747,4703,BMY 45594,,,bmy 45594
18748,4401,casopitant mesilate,,,casopitant mesilate
18749,4401,casopitant mesylate,,,casopitant mesylate
18750,4401,GW679769,,,gw679769
18751,4401,GW-679769,,,gw-679769
18752,4704,Methyl-CCNU,,,methyl-ccnu
18753,4679,orpressin,,,orpressin
18754,4398,FT-207,,,ft-207
18755,4398,florafur,,,florafur
18756,4398,futraful,,,futraful
18757,4234,peginesatide acetate,,,peginesatide acetate
18758,4234,AF-37702,,,af-37702
18759,2997,SRIF-14,,,srif-14
18760,2955,ELD 950,,,eld 950
18761,2955,ELD-950,,,eld-950
18762,2955,eledoisin trifluoroacetate,,,eledoisin trifluoroacetate
18763,4108,neocarzinostatin,,,neocarzinostatin
18764,5006,cangrelor,1,,cangrelor
18765,5006,cangrelor tetrasodium,,,cangrelor tetrasodium
18766,5006,kengreal,,,kengreal
18767,5006,AR-C69931XX,,,ar-c69931xx
18768,5006,AR-C69931MX,,,ar-c69931mx
18769,5006,kengrexal,,,kengrexal
18770,5006,ARL69931,,,arl69931
18771,713,cloricromen hydrochloride,,,cloricromen hydrochloride
18772,713,proendotel,,,proendotel
18773,713,AD6,,,ad6
18774,1439,K 3920,,,k 3920
18775,1439,K-3920,,,k-3920
18776,4113,CS-747,,,cs-747
18777,4113,LY640315,,,ly640315
18778,5007,epoetin theta,1,,epoetin theta
18779,5007,eporatio,,,eporatio
18780,423,buformin hydrochloride,,,buformin hydrochloride
18781,423,buformin HCl,,,buformin hcl
18782,2073,pemetrexed disodium heptahydrate,,,pemetrexed disodium heptahydrate
18783,2150,phenyltoloxamine dihydrogen citrate,,,phenyltoloxamine dihydrogen citrate
18784,2150,phenyltoloxamine hydrochloride,,,phenyltoloxamine hydrochloride
18785,2150,phenyltoloxamine HCl,,,phenyltoloxamine hcl
18786,402,bromhexine monohydrochloride,,,bromhexine monohydrochloride
18787,680,S-8527,,,s-8527
18788,680,S 8527,,,s 8527
18789,3908,cyclonicate,,,cyclonicate
18790,2680,tirofiban hydrochloride monohydrate,,,tirofiban hydrochloride monohydrate
18791,2680,"L-700,462",,,"l-700,462"
18792,2680,aggrastat,,,aggrastat
18793,3331,mazipredone hydrochloride,,,mazipredone hydrochloride
18794,3331,mazipredone HCl,,,mazipredone hcl
18795,1303,staticum,,,staticum
18796,1416,raxone,,,raxone
18797,5008,sonidegib,1,,sonidegib
18798,5008,odomzo,,,odomzo
18799,5008,LDE225,,,lde225
18800,5008,erismodegib,,,erismodegib
18801,5008,LDE-225,,,lde-225
18802,5008,NPV-LDE-225,,,npv-lde-225
18803,4501,R-modafinil,,,r-modafinil
18804,3531,BY217,,,by217
18805,3531,B9302-107,,,b9302-107
18806,3531,BYK20869,,,byk20869
18807,1679,nemdatine,,,nemdatine
18808,4641,levomethamphetamine,,,levomethamphetamine
18809,5009,mecasermin,1,,mecasermin
18810,5009,increlex,,,increlex
18811,5009,somatomedin C,,,somatomedin c
18812,5009,Somatomedin-C,,,somatomedin-c
18813,5009,IGF1,,,igf1
18814,5009,insulin-like growth factor 1,,,insulin-like growth factor 1
18815,5010,lumacaftor,1,,lumacaftor
18816,5010,VX-809,,,vx-809
18817,5010,VRT-826809,,,vrt-826809
18819,3253,flisint,,,flisint
18820,5011,aldesleukin,1,,aldesleukin
18821,5011,proleukin,,,proleukin
18822,5011,aldesleukine,,,aldesleukine
18823,1876,ORF-11676,,,orf-11676
18824,5004,ocriplasmin (genetical recombination),,,ocriplasmin (genetical recombination)
18825,1477,osten,,,osten
18826,130,1-hydroxycholecalciferol,,,1-hydroxycholecalciferol
18827,1431,incadronate disodium hydrate,,,incadronate disodium hydrate
18828,1431,incadronate disodium,,,incadronate disodium
18829,1431,YM-175,,,ym-175
18830,1431,YM175,,,ym175
18831,4074,YM-529,,,ym-529
18832,4074,YM529,,,ym529
18833,5012,sucabitril,,,sucabitril
18834,1637,mesonordihydroguaiaretic acid,,,mesonordihydroguaiaretic acid
18835,5014,brexpiprazole,1,,brexpiprazole
18836,5014,rexulti,,,rexulti
18837,5014,OPC-34712,,,opc-34712
18838,5014,OPC 34712,,,opc 34712
18839,5015,pegvisomant,1,,pegvisomant
18840,5015,somavert,,,somavert
18841,5015,pegvisomant (genetical recombination),,,pegvisomant (genetical recombination)
18842,5015,B2036-PEG,,,b2036-peg
18843,5015,trovert,,,trovert
18844,2202,EU 4200,,,eu 4200
18845,2202,EU-4200,,,eu-4200
18846,1405,ibopamine hydrochloride,,,ibopamine hydrochloride
18847,1405,ibopamine HCl,,,ibopamine hcl
18848,1588,methylergol carbamide maleate,,,methylergol carbamide maleate
18849,392,bosentan anhydrous,,,bosentan anhydrous
18850,4949,LymphoStat-B,,,lymphostat-b
18851,489,carbamazepine dihydrate,,,carbamazepine dihydrate
18852,489,carbamazepine hydrate,,,carbamazepine hydrate
18853,489,carbamazepine hydrochloride,,,carbamazepine hydrochloride
18854,489,carbamazepine sulfate,,,carbamazepine sulfate
18855,1814,loniten,,,loniten
18856,1814,rogaine,,,rogaine
18857,2237,ONO-1078,,,ono-1078
18858,577,cerivastatin sodium salt hydrate,,,cerivastatin sodium salt hydrate
18859,584,cevimeline hydrochloride hemihydrate,,,cevimeline hydrochloride hemihydrate
18860,602,chlormethiazole hydrochloride,,,chlormethiazole hydrochloride
18861,602,chlormethiazole HCl,,,chlormethiazole hcl
18862,639,cidofovir hydrate,,,cidofovir hydrate
18863,1222,R 6218,,,r 6218
18864,1222,R-6218,,,r-6218
18865,1229,fluvastatin sodium hydrate,,,fluvastatin sodium hydrate
18866,1676,meloxicam sodium,,,meloxicam sodium
18867,1676,meloxicam sodium hydrate,,,meloxicam sodium hydrate
18868,357,betazole dihydrochloride,,,betazole dihydrochloride
18869,357,ametazole,,,ametazole
18870,1343,guanfacine monohydrochloride,,,guanfacine monohydrochloride
18871,5016,alirocumab,1,,alirocumab
18872,5016,praluent,,,praluent
18873,5016,REGN727,,,regn727
18874,5016,SAR236553,,,sar236553
18875,2572,YTR-830,,,ytr-830
18876,2572,YTR 830,,,ytr 830
18877,3064,NGX-4010,,,ngx-4010
18878,3064,NGX 4010,,,ngx 4010
18879,5008,sonidegib phosphate,,,sonidegib phosphate
18880,2382,RP54274,,,rp54274
18881,2382,RP-54274,,,rp-54274
18882,5017,anakinra,1,,anakinra
18883,5017,kineret,,,kineret
18884,1560,naloxiphan,,,naloxiphan
18885,2810,pitressin tannate,,,pitressin tannate
18886,3642,NVP-LAF237,,,nvp-laf237
18887,4114,BMS-477118,,,bms-477118
18888,4114,BMS 477118,,,bms 477118
18889,2448,sitagliptin phosphate monohydrate,,,sitagliptin phosphate monohydrate
18890,2448,MK-0431,,,mk-0431
18891,2448,MK 0431,,,mk 0431
18892,2448,sitagliptin monophosphate monohydrate,,,sitagliptin monophosphate monohydrate
18893,2448,sitagliptin phosphate anhydrous,,,sitagliptin phosphate anhydrous
18894,3642,vildagliptin hydrochloride,,,vildagliptin hydrochloride
18895,3642,vildagliptin HCl,,,vildagliptin hcl
18896,946,donepezilium oxalate trihydrate,,,donepezilium oxalate trihydrate
18897,946,donepezilium oxalate,,,donepezilium oxalate
18898,946,donepezil oxalate,,,donepezil oxalate
18899,946,E2020,,,e2020
18900,946,E-2020,,,e-2020
18901,569,celiprolol monohydrochloride,,,celiprolol monohydrochloride
18902,1706,WY22811,,,wy22811
18903,1706,WY-22811,,,wy-22811
18904,1710,mesalamine hydrochloride,,,mesalamine hydrochloride
18905,1710,mesalamine HCl,,,mesalamine hcl
18906,1719,metapramine fumarate,,,metapramine fumarate
18907,1719,timaxel,,,timaxel
18908,1719,19560-RP,,,19560-rp
18909,1719,19560 RP,,,19560 rp
18910,1722,AHR 438,,,ahr 438
18911,4985,NN304,,,nn304
18912,4985,NN 304,,,nn 304
18913,4985,NN-304,,,nn-304
18914,4875,daclatasivr,,,daclatasivr
18915,5018,agalsidase beta,1,,agalsidase beta
18916,5018,agalsidase beta (genetical recombination),,,agalsidase beta (genetical recombination)
18917,5018,fabrazyme,,,fabrazyme
18918,1716,metaclazepam hydrochloride,,,metaclazepam hydrochloride
18919,1716,metaclazepam HCl,,,metaclazepam hcl
18920,1716,Ka-2527,,,ka-2527
18921,1716,Ka 2527,,,ka 2527
18922,1723,FI-6337,,,fi-6337
18923,1737,methaphenilene hydrochloride,,,methaphenilene hydrochloride
18924,1737,methaphenilene HCl,,,methaphenilene hcl
18925,1737,methafenilene,,,methafenilene
18926,1748,brevital sodium,,,brevital sodium
18927,138,prostavasin,,,prostavasin
18928,1563,UCB-6474,,,ucb-6474
18929,1563,UCB 6474,,,ucb 6474
18930,4161,CCI-779,,,cci-779
18931,4161,CCI 779,,,cci 779
18932,5019,turoctocog alfa,1,,turoctocog alfa
18933,5019,turoctocog alfa (genetical recombination),,,turoctocog alfa (genetical recombination)
18934,5019,novoeight,,,novoeight
18935,5019,coagulation factor VIII,,,coagulation factor viii
18936,2193,piportil depot,,,piportil depot
18937,623,taractan,,,taractan
18938,1862,LY 109514,,,ly 109514
18939,1862,LY-109514,,,ly-109514
18940,2571,AGN-190168,,,agn-190168
18941,2744,disgren,,,disgren
18942,4357,LY-303366,,,ly-303366
18943,4192,FX1006A,,,fx1006a
18944,965,drostanolone propionate,1,,drostanolone propionate
18945,2805,AD-32,,,ad-32
18946,900,dimemorfan phosphate,,,dimemorfan phosphate
18947,3207,ethomorphine,,,ethomorphine
18948,3207,dionine,,,dionine
18949,3790,nafiverine hydrochloride,,,nafiverine hydrochloride
18950,2371,SB275833,,,sb275833
18951,2371,SB-275833,,,sb-275833
18952,783,LY146032,,,ly146032
18953,783,LY-146032,,,ly-146032
18954,783,deptomycin,,,deptomycin
18955,4002,perultid,,,perultid
18956,4945,uropancreozymin,,,uropancreozymin
18957,4945,cholecystokinin 33,,,cholecystokinin 33
18958,1262,gamma-Aminobutyric Acid,,,gamma-aminobutyric acid
18959,4988,dihydroxycholanoic acid,,,dihydroxycholanoic acid
18960,4988,desoxycholic acid,,,desoxycholic acid
18961,4945,CCK-33,,,cck-33
18962,4911,chlormeroprin,,,chlormeroprin
18963,4910,octopressin,,,octopressin
18964,4910,phelypressin,,,phelypressin
18965,4879,enoxaparine,,,enoxaparine
18966,4869,solafur,,,solafur
18967,4859,beechwood creosote,,,beechwood creosote
18968,4797,nitrite sodium,,,nitrite sodium
18969,4676,toxogonin,,,toxogonin
18970,4676,obidoxim,,,obidoxim
18971,4618,linolenate,,,linolenate
18972,4536,phenbendasol,,,phenbendasol
18973,4486,taurine monopotassium,,,taurine monopotassium
18974,4486,taurine potassium,,,taurine potassium
18975,4486,taurine hydrochloride,,,taurine hydrochloride
18976,4414,butyl phthalate,,,butyl phthalate
18977,4414,phthalate dibutyl,,,phthalate dibutyl
18978,4397,sordinol,,,sordinol
18979,4392,platinum diamminodichloride,,,platinum diamminodichloride
18980,4392,cis-Platinum,,,cis-platinum
18981,4349,thioglucosoaurate,,,thioglucosoaurate
18982,1584,linezolide,,,linezolide
18983,1584,U-100766,,,u-100766
18984,1584,U 100766,,,u 100766
18985,561,ceftezole sodium,,,ceftezole sodium
18986,561,demethylcefazolin,,,demethylcefazolin
18987,561,demethyl cefazolin,,,demethyl cefazolin
18988,1533,"LACTIC ACID, DL-",,,"lactic acid, dl-"
18989,1745,methymazol,,,methymazol
18990,101,cenapride,,,cenapride
18991,5020,olanexidine,1,,olanexidine
18992,5020,olanexidine gluconate,,,olanexidine gluconate
18993,5020,olanexidine hydrochloride hydrate,,,olanexidine hydrochloride hydrate
18994,5020,olanexidine hydrochloride,,,olanexidine hydrochloride
18995,5020,olanedine,,,olanedine
18996,5020,OPB-2045G,,,opb-2045g
18997,3529,ORF15927,,,orf15927
18998,3529,ORF-15927,,,orf-15927
18999,3529,RWJ15927,,,rwj15927
19000,3529,RWJ-15927,,,rwj-15927
19001,3735,difemetorex,1,,difemetorex
19002,3735,cleofil,,,cleofil
19003,908,dimethyltubocurarinium,1,,dimethyltubocurarinium
19004,908,dimethyltubocurarinium chloride,,,dimethyltubocurarinium chloride
19005,573,cefaloridin,,,cefaloridin
19006,573,cephalomycine,,,cephalomycine
19007,4189,hydroxyprogesterone caproate,1,,hydroxyprogesterone caproate
19008,156,amifostine trihydrate,,,amifostine trihydrate
19009,2834,riboflavin,1,,riboflavin
19010,1191,fludrocortisone acetate,1,,fludrocortisone acetate
19011,1191,florinef acetate,,,florinef acetate
19012,1275,gallopamil hydrochloride,,,gallopamil hydrochloride
19013,1275,gallopamil HCl,,,gallopamil hcl
19014,5021,agalsidase alfa,1,,agalsidase alfa
19015,5021,replagal,,,replagal
19016,5021,agalsidase alfa (genetical recombination),,,agalsidase alfa (genetical recombination)
19017,4482,levoepinefrina,,,levoepinefrina
19018,2256,pregnenolone succinate,1,,pregnenolone succinate
19019,1680,menadiol sulfate,1,,menadiol sulfate
19020,1680,menadiol potassium sulfate,,,menadiol potassium sulfate
19021,1680,potassium menaphthosulfate,,,potassium menaphthosulfate
19022,884,dihydralazine sulfate,,,dihydralazine sulfate
19023,884,dihydrallazine,,,dihydrallazine
19024,4485,diflorasone diacetate,1,,diflorasone diacetate
19025,3366,moxestrel,,,moxestrel
19026,3366,moxesterol,,,moxesterol
19027,3366,RU-16117,,,ru-16117
19028,3366,RU 16117,,,ru 16117
19029,3706,cetoxime hydrochloride,,,cetoxime hydrochloride
19030,1985,CS-866,,,cs-866
19031,1985,CS866,,,cs866
19032,4911,promeran,,,promeran
19033,3495,propiolattone,,,propiolattone
19034,1076,grain alcohol,,,grain alcohol
19035,3035,boron oxide hydroxide,,,boron oxide hydroxide
19036,5020,OPB-2045,,,opb-2045
19037,5005,mirodenafil dihydrochloride,,,mirodenafil dihydrochloride
19038,2318,asmetil,,,asmetil
19039,1212,flufenazin,,,flufenazin
19040,2974,BW-A938U,,,bw-a938u
19041,431,betagan,,,betagan
19042,3616,doberol,,,doberol
19043,3616,KO-592,,,ko-592
19044,1126,fadrozole monohydrochloride,,,fadrozole monohydrochloride
19045,1126,CGS 16949A,,,cgs 16949a
19046,1126,CGS-16949A,,,cgs-16949a
19047,1752,methotrimeprazine hydrochloride,,,methotrimeprazine hydrochloride
19048,1752,nozinan,,,nozinan
19049,4176,CB-7630,,,cb-7630
